date_,product_id,city_name,actual_demand,expected_demand,anomaly_score,anomaly_type,severity,action_recommendation
2022-07-01,353470,Delhi,296.0,159.31,0.2198,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,353470,HR-NCR,279.0,165.7,0.176,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,365339,Bengaluru,1.0,562.49,0.5052,DROP_STOCKOUT,CRITICAL,"Check inventory, stock availability, and delivery/supply status."
2022-07-01,365455,Delhi,333.0,626.73,0.3363,DROP_STOCKOUT,CRITICAL,"Check inventory, stock availability, and delivery/supply status."
2022-07-01,365534,Delhi,578.0,260.74,0.3402,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,365534,HR-NCR,404.0,190.59,0.2664,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,367837,Bengaluru,15.0,159.31,0.2354,DROP_STOCKOUT,CRITICAL,"Check inventory, stock availability, and delivery/supply status."
2022-07-01,372351,Delhi,302.0,159.31,0.1919,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,383480,Delhi,1520.0,1095.88,0.5299,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,383480,HR-NCR,764.0,506.03,0.4094,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,385219,HR-NCR,194.0,167.22,0.1294,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,388638,Delhi,732.0,398.55,0.3718,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,388638,HR-NCR,369.0,210.88,0.1716,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,388639,Delhi,1242.0,877.01,0.4699,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,388639,HR-NCR,428.0,321.36,0.1479,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,3889,Delhi,2743.0,1120.38,0.7749,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,389668,Delhi,678.0,527.58,0.2101,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,389683,Bengaluru,365.0,297.43,0.0893,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,389684,Delhi,298.0,218.31,0.0994,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,389689,Delhi,468.0,272.63,0.2616,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,389703,Delhi,660.0,270.12,0.4653,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,389703,HR-NCR,371.0,159.31,0.3144,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,3907,HR-NCR,204.0,414.39,0.2298,DROP_STOCKOUT,CRITICAL,"Check inventory, stock availability, and delivery/supply status."
2022-07-01,392931,Delhi,345.0,247.51,0.1503,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,394617,Bengaluru,11.0,165.7,0.263,DROP_STOCKOUT,CRITICAL,"Check inventory, stock availability, and delivery/supply status."
2022-07-01,421687,HR-NCR,169.0,233.01,0.129,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,423857,Bengaluru,361.0,604.56,0.2833,DROP_STOCKOUT,CRITICAL,"Check inventory, stock availability, and delivery/supply status."
2022-07-01,425780,Bengaluru,402.0,277.0,0.1546,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,428612,Delhi,3.0,392.0,0.4315,DROP_STOCKOUT,CRITICAL,"Check inventory, stock availability, and delivery/supply status."
2022-07-01,429717,Delhi,259.0,190.18,0.0586,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,43,Bengaluru,751.0,347.97,0.4171,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,439697,Delhi,333.0,205.27,0.1159,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,439935,Delhi,447.0,291.33,0.1752,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,445188,HR-NCR,21.0,232.58,0.3135,DROP_STOCKOUT,CRITICAL,"Check inventory, stock availability, and delivery/supply status."
2022-07-01,445675,Bengaluru,2688.0,3290.92,0.6622,DROP_STOCKOUT,CRITICAL,"Check inventory, stock availability, and delivery/supply status."
2022-07-01,459720,Mumbai,94.0,379.31,0.3367,DROP_STOCKOUT,CRITICAL,"Check inventory, stock availability, and delivery/supply status."
2022-07-01,467637,Delhi,276.0,213.45,0.0695,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,467648,Delhi,191.0,159.31,0.048,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,468137,Bengaluru,122.0,159.31,0.1505,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,480901,Delhi,306.0,159.31,0.1929,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,480925,Delhi,783.0,543.68,0.3379,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,480925,HR-NCR,325.0,214.1,0.1614,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,481504,Delhi,551.0,444.51,0.1268,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,484064,HR-NCR,126.0,271.51,0.1549,DROP_STOCKOUT,CRITICAL,"Check inventory, stock availability, and delivery/supply status."
2022-07-01,485478,Delhi,31.0,167.22,0.2707,DROP_STOCKOUT,CRITICAL,"Check inventory, stock availability, and delivery/supply status."
2022-07-01,50,Delhi,1212.0,833.06,0.4395,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,50,HR-NCR,428.0,282.35,0.1425,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,52,Delhi,2926.0,2606.02,0.6793,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,57435,Delhi,479.0,259.12,0.235,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,57903,Delhi,234.0,179.32,0.1365,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,600,Delhi,282.0,182.49,0.1206,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,61761,Delhi,286.0,215.57,0.1583,SPIKE_DEMAND,CRITICAL,Review inventory availability and prepare replenishment.
2022-07-01,95031,Delhi,347.0,693.32,0.3541,DROP_STOCKOUT,CRITICAL,"Check inventory, stock availability, and delivery/supply status."
2022-07-10,10088,Bengaluru,1962.0,1710.99,0.5243,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,101230,Bengaluru,440.0,381.0,0.0957,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,105,Delhi,2526.0,1985.74,0.8218,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,127601,Delhi,447.0,312.33,0.1417,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,127601,HR-NCR,215.0,175.9,0.1112,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,12872,Delhi,6957.0,8239.77,0.9796,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-10,12872,HR-NCR,4674.0,4852.55,0.705,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-10,159,Delhi,1789.0,1644.52,0.6665,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,15907,Delhi,2594.0,1525.07,0.877,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,17772,Bengaluru,1020.0,931.1,0.28,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,18396,HR-NCR,563.0,528.65,0.1203,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,18401,HR-NCR,240.0,193.74,0.1315,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,18562,Delhi,755.0,586.92,0.2423,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,189821,Bengaluru,470.0,412.62,0.1193,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,192,HR-NCR,1861.0,1047.94,0.7967,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,19512,HR-NCR,7415.0,7899.63,0.7853,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-10,217614,Bengaluru,420.0,780.4,0.3777,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-10,221973,HR-NCR,235.0,222.04,0.0999,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,319610,Delhi,950.0,1408.45,0.4406,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-10,319610,HR-NCR,800.0,700.43,0.2191,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,329500,Delhi,2500.0,2061.58,0.6473,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,329500,HR-NCR,522.0,1292.38,0.7753,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-10,329549,Delhi,872.0,570.45,0.376,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,333324,Delhi,210.0,889.24,0.6326,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-10,333785,HR-NCR,3686.0,3441.61,0.6524,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,3471,Bengaluru,200.0,175.9,0.1115,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,34778,Delhi,2354.0,1774.17,0.7301,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,34778,HR-NCR,1481.0,1281.38,0.3617,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,385219,HR-NCR,293.0,202.85,0.0963,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,3881,Delhi,3719.0,4656.61,0.8858,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-10,3881,HR-NCR,3488.0,3236.9,0.8136,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,3889,Delhi,56.0,1456.51,0.8771,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-10,389683,Delhi,564.0,351.54,0.2397,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,391306,Bengaluru,3697.0,4507.95,0.7908,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-10,391306,Delhi,6967.0,6839.06,0.8946,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,391306,HR-NCR,5154.0,4832.16,0.7672,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,391333,Delhi,18.0,717.56,0.6843,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-10,400105,Delhi,3022.0,2674.08,0.7255,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,415984,Delhi,583.0,426.93,0.1919,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,445281,Bengaluru,230.0,185.29,0.1233,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,445675,Bengaluru,2745.0,3553.94,0.7989,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-10,445675,Delhi,2352.0,2111.91,0.7526,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,448096,Delhi,1492.0,1339.97,0.3934,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,467655,Bengaluru,400.0,306.8,0.1066,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,469737,Delhi,63.0,193.74,0.1729,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-10,486339,Bengaluru,452.0,263.58,0.1984,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,486342,Delhi,321.0,212.99,0.1098,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,487712,HR-NCR,509.0,409.05,0.1406,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,52,Delhi,3076.0,2545.86,0.8589,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,5451,Delhi,269.0,175.9,0.1167,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-10,65679,Delhi,320.0,207.87,0.1136,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,105,Delhi,2476.0,2262.51,0.7381,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,10557,HR-NCR,635.0,479.52,0.2012,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,116189,Bengaluru,834.0,707.93,0.2085,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,116824,Delhi,604.0,576.64,0.1288,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,12872,Delhi,6210.0,8186.46,0.9886,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,12872,HR-NCR,4728.0,5171.19,0.7503,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,131641,HR-NCR,175.0,572.19,0.3813,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,159,Delhi,1698.0,1588.12,0.6479,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,15907,Delhi,2197.0,1492.51,0.8706,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,160704,Delhi,2473.0,3163.2,0.6604,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,19512,Delhi,7590.0,8186.46,0.938,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,19512,HR-NCR,7279.0,7670.59,0.7653,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,23343,HR-NCR,184.0,914.07,0.5572,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,26923,Bengaluru,1184.0,951.38,0.3804,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,309894,Bengaluru,1710.0,1426.29,0.4794,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,309921,Bengaluru,3207.0,3708.15,0.6367,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,329500,HR-NCR,968.0,1149.24,0.6364,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,333324,HR-NCR,65.0,301.03,0.318,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,333785,Delhi,4342.0,5122.44,0.8647,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,352443,Delhi,1160.0,1923.94,0.645,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,365455,Delhi,186.0,916.04,0.6644,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,366654,HR-NCR,286.0,175.88,0.1061,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,369084,HR-NCR,234.0,177.04,0.0722,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,37083,Bengaluru,3998.0,4246.1,0.6442,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,374079,Delhi,1539.0,1124.57,0.5266,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,374079,HR-NCR,667.0,495.33,0.2289,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,381789,Delhi,49.0,186.01,0.1807,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,3881,Delhi,3305.0,5110.63,0.9461,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,3881,HR-NCR,2804.0,3803.06,0.896,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,3889,Delhi,49.0,1243.13,0.8571,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,3889,HR-NCR,402.0,1454.93,0.752,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,389683,HR-NCR,259.0,193.29,0.0559,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,389717,Delhi,305.0,175.88,0.1231,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,3898,Delhi,3625.0,4217.28,0.7003,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,391305,Bengaluru,2810.0,3439.53,0.6458,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,391306,Bengaluru,3556.0,4246.1,0.7611,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,391306,Delhi,6519.0,6764.42,0.8781,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,391306,HR-NCR,4231.0,4845.06,0.7679,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,391333,Delhi,75.0,844.44,0.6879,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,395336,HR-NCR,635.0,489.18,0.1869,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,400105,Delhi,3040.0,2798.87,0.6995,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,445675,Bengaluru,2815.0,3346.95,0.7521,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,445675,Delhi,2242.0,1982.58,0.7913,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,445675,HR-NCR,1866.0,2356.41,0.6843,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,45533,HR-NCR,461.0,894.07,0.3859,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,467655,HR-NCR,353.0,288.88,0.0646,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,480925,HR-NCR,504.0,233.03,0.2916,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,482620,Delhi,629.0,299.99,0.3653,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,483854,HR-NCR,160.0,1659.91,0.6827,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-09,52,Delhi,2807.0,2685.91,0.7693,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-09,86446,Delhi,2439.0,2199.35,0.5597,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-08,105,Delhi,1876.0,1997.05,0.6862,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,12872,Delhi,6328.0,7867.38,0.9852,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,12872,HR-NCR,4557.0,4452.17,0.7077,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-08,15907,Delhi,1824.0,1447.48,0.7663,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-08,19257,HR-NCR,275.0,189.31,0.0866,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-08,19512,Delhi,7355.0,7867.38,0.9216,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,19512,HR-NCR,6800.0,7363.51,0.7843,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,28390,Bengaluru,312.0,159.31,0.1571,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-08,318,Delhi,641.0,168.32,0.4458,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-08,329500,HR-NCR,1379.0,1218.65,0.6791,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-08,329549,Bengaluru,146.0,219.18,0.067,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,329549,HR-NCR,124.0,248.66,0.1169,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,333785,Delhi,3945.0,4453.65,0.8059,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,3881,Delhi,3904.0,4428.72,0.8736,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,3881,HR-NCR,3714.0,3256.84,0.8705,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-08,3889,Delhi,269.0,1316.91,0.8286,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,3898,Delhi,3388.0,3701.1,0.6522,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,3898,HR-NCR,2412.0,2929.71,0.6366,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,391306,Bengaluru,3739.0,3904.89,0.6742,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,391306,Delhi,5568.0,4707.25,0.9483,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-08,391306,HR-NCR,4596.0,4226.81,0.7418,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-08,400105,Delhi,2692.0,2449.78,0.6807,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-08,438113,Bengaluru,231.0,526.67,0.2952,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,445675,Bengaluru,2538.0,3294.78,0.7879,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,445675,Delhi,1817.0,2007.14,0.7319,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,445675,HR-NCR,1852.0,2088.83,0.6457,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,468128,Delhi,286.0,206.37,0.0766,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-08,477482,Delhi,827.0,505.12,0.3755,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-08,478815,Delhi,317.0,170.2,0.1547,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-08,481495,Delhi,84.0,347.16,0.3306,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,483854,Delhi,868.0,1437.72,0.6407,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,483854,HR-NCR,409.0,1428.22,0.6696,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,486376,Delhi,1833.0,1089.03,0.7162,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-08,4916,Delhi,566.0,1041.03,0.4092,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-08,52,Delhi,2580.0,2473.77,0.7456,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-08,9098,HR-NCR,324.0,454.62,0.1002,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,105,Delhi,1431.0,1798.62,0.691,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,12872,Delhi,6216.0,7680.78,0.9751,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,12872,HR-NCR,4688.0,4508.29,0.7239,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-07,159,Delhi,1603.0,1396.44,0.6834,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-07,15907,Delhi,959.0,1390.07,0.711,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,19469,Delhi,157.0,660.83,0.4659,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,19469,HR-NCR,64.0,235.58,0.2146,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,19512,Delhi,7321.0,7680.78,0.8813,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,19512,HR-NCR,6772.0,7128.93,0.7623,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,23343,Delhi,233.0,848.44,0.5382,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,279485,Delhi,93.0,235.58,0.1487,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
2022-07-07,329500,HR-NCR,1780.0,1080.77,0.8538,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-07,333785,HR-NCR,3268.0,3144.81,0.6348,SPIKE_DEMAND,MEDIUM,Review inventory availability and prepare replenishment.
2022-07-07,339179,Delhi,101.0,472.36,0.409,DROP_STOCKOUT,MEDIUM,"Check inventory, stock availability, and delivery/supply status."
