product_id,city_name,total_periods,active_sales_days,zero_sales_pct,ADI,CV2,mean_non_zero_demand,overall_mean_daily_demand,demand_category
55399,Bengaluru,91,71,21.98,1.282,0.305,38.56,30.09,Smooth
55399,Mumbai,91,2,97.8,45.5,0.111,1.5,0.03,Intermittent
55422,Bengaluru,91,19,79.12,4.789,0.045,1.05,0.22,Intermittent
55422,Delhi,91,39,57.14,2.333,0.194,1.44,0.62,Intermittent
55422,HR-NCR,91,17,81.32,5.353,0.118,1.24,0.23,Intermittent
55422,Mumbai,91,8,91.21,11.375,0.0,1.0,0.09,Intermittent
55453,Bengaluru,91,66,27.47,1.379,0.558,4.52,3.27,Lumpy
55453,Delhi,91,71,21.98,1.282,0.075,130.73,102.0,Smooth
55453,HR-NCR,91,71,21.98,1.282,0.098,43.8,34.18,Smooth
55453,Mumbai,91,71,21.98,1.282,0.259,8.55,6.67,Smooth
55466,HR-NCR,91,0,100.0,91.0,0.0,0.0,0.0,Intermittent
55486,Bengaluru,91,2,97.8,45.5,0.0,1.0,0.02,Intermittent
55486,Delhi,91,26,71.43,3.5,0.358,3.88,1.11,Intermittent
55486,HR-NCR,91,18,80.22,5.056,0.266,2.17,0.43,Intermittent
55486,Mumbai,91,14,84.62,6.5,0.382,2.07,0.32,Intermittent
55487,Delhi,91,24,73.63,3.792,0.365,3.04,0.8,Intermittent
55487,HR-NCR,91,13,85.71,7.0,0.444,2.08,0.3,Intermittent
55487,Mumbai,91,10,89.01,9.1,0.424,2.5,0.27,Intermittent
55504,Bengaluru,91,71,21.98,1.282,0.22,71.35,55.67,Smooth
55504,Delhi,91,71,21.98,1.282,0.061,221.17,172.56,Smooth
55504,HR-NCR,91,71,21.98,1.282,0.057,113.92,88.88,Smooth
55504,Mumbai,91,71,21.98,1.282,0.06,44.44,34.67,Smooth
55511,Bengaluru,91,4,95.6,22.75,0.0,1.0,0.04,Intermittent
55511,Delhi,91,3,96.7,30.333,0.0,1.0,0.03,Intermittent
55511,HR-NCR,91,1,98.9,91.0,0.0,1.0,0.01,Intermittent
55511,Mumbai,91,43,52.75,2.116,0.19,1.42,0.67,Intermittent
55553,Delhi,91,9,90.11,10.111,0.152,1.89,0.19,Intermittent
55553,HR-NCR,91,7,92.31,13.0,0.296,1.29,0.1,Intermittent
55553,Mumbai,91,49,46.15,1.857,0.686,2.76,1.48,Lumpy
55576,Bengaluru,91,55,39.56,1.655,0.498,3.6,2.18,Lumpy
55576,Delhi,91,71,21.98,1.282,0.336,26.94,21.02,Smooth
55576,HR-NCR,91,71,21.98,1.282,0.255,23.62,18.43,Smooth
55576,Mumbai,91,1,98.9,91.0,0.0,1.0,0.01,Intermittent
55599,HR-NCR,91,0,100.0,91.0,0.0,0.0,0.0,Intermittent
55605,Bengaluru,91,71,21.98,1.282,0.276,17.99,14.03,Smooth
55993,Delhi,91,10,89.01,9.1,0.111,1.2,0.13,Intermittent
55993,HR-NCR,91,3,96.7,30.333,0.0,1.0,0.03,Intermittent
55993,Mumbai,91,10,89.01,9.1,0.111,1.5,0.16,Intermittent
56007,Delhi,91,18,80.22,5.056,0.307,19.11,3.78,Intermittent
56007,HR-NCR,91,16,82.42,5.688,0.174,6.0,1.05,Intermittent
56033,HR-NCR,91,6,93.41,15.167,0.0,1.0,0.07,Intermittent
56034,Delhi,91,1,98.9,91.0,0.0,1.0,0.01,Intermittent
56034,HR-NCR,91,4,95.6,22.75,0.551,1.75,0.08,Lumpy
56034,Mumbai,91,1,98.9,91.0,0.0,1.0,0.01,Intermittent
56035,Delhi,91,1,98.9,91.0,0.0,1.0,0.01,Intermittent
56035,HR-NCR,91,2,97.8,45.5,0.111,1.5,0.03,Intermittent
56035,Mumbai,91,0,100.0,91.0,0.0,0.0,0.0,Intermittent
56036,Delhi,91,7,92.31,13.0,0.0,1.0,0.08,Intermittent
56036,HR-NCR,91,12,86.81,7.583,0.219,1.33,0.18,Intermittent
56036,Mumbai,91,3,96.7,30.333,0.0,1.0,0.03,Intermittent
56241,Delhi,91,17,81.32,5.353,0.384,4.88,0.91,Intermittent
56241,HR-NCR,91,13,85.71,7.0,0.327,1.62,0.23,Intermittent
56241,Mumbai,91,11,87.91,8.273,0.358,1.64,0.2,Intermittent
56271,Bengaluru,91,67,26.37,1.358,0.192,34.34,25.29,Intermittent
56271,Mumbai,91,68,25.27,1.338,0.241,7.43,5.55,Intermittent
56272,Bengaluru,91,64,29.67,1.422,0.268,56.59,39.8,Intermittent
56272,Mumbai,91,71,21.98,1.282,0.284,12.25,9.56,Smooth
56275,Bengaluru,91,69,24.18,1.319,0.266,10.26,7.78,Smooth
56275,Mumbai,91,59,35.16,1.542,0.358,2.64,1.71,Intermittent
56277,Bengaluru,91,0,100.0,91.0,0.0,0.0,0.0,Intermittent
56277,Mumbai,91,4,95.6,22.75,0.102,7.0,0.31,Intermittent
56281,Bengaluru,91,17,81.32,5.353,0.488,14.35,2.68,Intermittent
56281,Mumbai,91,69,24.18,1.319,0.205,6.2,4.7,Smooth
56288,Bengaluru,91,70,23.08,1.3,0.519,10.57,8.13,Erratic
56288,Delhi,91,0,100.0,91.0,0.0,0.0,0.0,Intermittent
56288,HR-NCR,91,0,100.0,91.0,0.0,0.0,0.0,Intermittent
56288,Mumbai,91,1,98.9,91.0,0.0,1.0,0.01,Intermittent
56294,Delhi,91,6,93.41,15.167,0.0,1.0,0.07,Intermittent
56294,HR-NCR,91,1,98.9,91.0,0.0,1.0,0.01,Intermittent
56294,Mumbai,91,68,25.27,1.338,0.395,4.66,3.48,Intermittent
56309,Bengaluru,91,9,90.11,10.111,0.116,1.22,0.12,Intermittent
56309,Delhi,91,30,67.03,3.033,0.701,2.4,0.79,Lumpy
56309,HR-NCR,91,22,75.82,4.136,0.32,1.36,0.33,Intermittent
56309,Mumbai,91,30,67.03,3.033,0.537,1.63,0.54,Lumpy
56345,Bengaluru,91,63,30.77,1.444,0.397,3.33,2.31,Intermittent
56345,Delhi,91,71,21.98,1.282,0.192,26.41,20.6,Smooth
56345,HR-NCR,91,62,31.87,1.468,0.273,8.34,5.68,Intermittent
56345,Mumbai,91,54,40.66,1.685,0.585,2.5,1.48,Lumpy
56398,Bengaluru,91,4,95.6,22.75,0.0,1.0,0.04,Intermittent
56398,Delhi,91,38,58.24,2.395,0.464,1.76,0.74,Intermittent
56398,HR-NCR,91,25,72.53,3.64,0.437,1.6,0.44,Intermittent
56407,Delhi,91,2,97.8,45.5,0.0,1.0,0.02,Intermittent
56407,HR-NCR,91,1,98.9,91.0,0.0,1.0,0.01,Intermittent
56422,Bengaluru,91,10,89.01,9.1,0.0,1.0,0.11,Intermittent
56422,Delhi,91,34,62.64,2.676,0.358,1.41,0.53,Intermittent
56422,HR-NCR,91,18,80.22,5.056,0.172,1.44,0.29,Intermittent
56422,Mumbai,91,7,92.31,13.0,0.0,1.0,0.08,Intermittent
56492,Delhi,91,11,87.91,8.273,0.256,3.27,0.4,Intermittent
56492,HR-NCR,91,8,91.21,11.375,0.244,1.88,0.16,Intermittent
56492,Mumbai,91,8,91.21,11.375,0.12,1.25,0.11,Intermittent
56516,Bengaluru,91,67,26.37,1.358,0.496,3.84,2.82,Lumpy
56516,Delhi,91,43,52.75,2.116,0.182,8.67,4.1,Intermittent
56516,HR-NCR,91,36,60.44,2.528,0.263,3.72,1.47,Intermittent
56516,Mumbai,91,53,41.76,1.717,0.369,2.62,1.53,Intermittent
56599,Delhi,91,71,21.98,1.282,0.513,422.7,329.8,Erratic
56599,HR-NCR,91,71,21.98,1.282,0.573,165.7,129.29,Erratic
56600,Delhi,91,71,21.98,1.282,0.421,346.06,270.0,Smooth
56600,HR-NCR,91,71,21.98,1.282,0.436,136.94,106.85,Smooth
56667,Delhi,91,40,56.04,2.275,0.531,2.1,0.92,Lumpy
56667,HR-NCR,91,35,61.54,2.6,0.305,1.46,0.56,Intermittent
56692,Bengaluru,91,70,23.08,1.3,0.243,111.14,85.49,Smooth
56692,Delhi,91,71,21.98,1.282,0.07,672.49,524.69,Smooth
56692,HR-NCR,91,71,21.98,1.282,0.074,374.24,291.99,Smooth
56692,Mumbai,91,13,85.71,7.0,0.441,12.69,1.81,Intermittent
56695,Delhi,91,0,100.0,91.0,0.0,0.0,0.0,Intermittent
56719,Bengaluru,91,71,21.98,1.282,0.239,9.65,7.53,Smooth
56719,Mumbai,91,68,25.27,1.338,0.304,4.63,3.46,Intermittent
56720,Bengaluru,91,71,21.98,1.282,0.318,13.13,10.24,Smooth
56720,Mumbai,91,71,21.98,1.282,0.479,6.01,4.69,Smooth
56721,Bengaluru,91,67,26.37,1.358,0.311,4.64,3.42,Intermittent
56721,Mumbai,91,62,31.87,1.468,0.355,2.76,1.88,Intermittent
56724,Bengaluru,91,71,21.98,1.282,0.267,9.27,7.23,Smooth
56724,Mumbai,91,60,34.07,1.517,0.463,3.53,2.33,Intermittent
56726,Bengaluru,91,71,21.98,1.282,0.68,12.25,9.56,Erratic
56726,Mumbai,91,64,29.67,1.422,0.641,6.75,4.75,Lumpy
56727,Bengaluru,91,71,21.98,1.282,0.269,7.97,6.22,Smooth
56727,Mumbai,91,58,36.26,1.569,0.565,2.71,1.73,Lumpy
56732,Bengaluru,91,69,24.18,1.319,0.486,9.99,7.57,Smooth
56732,Mumbai,91,71,21.98,1.282,0.383,9.76,7.62,Smooth
56737,Bengaluru,91,71,21.98,1.282,0.252,21.94,17.12,Smooth
56737,Mumbai,91,71,21.98,1.282,0.39,7.44,5.8,Smooth
56748,Bengaluru,91,24,73.63,3.792,2.82,6.29,1.66,Lumpy
56748,Delhi,91,26,71.43,3.5,0.217,2.38,0.68,Intermittent
56748,HR-NCR,91,12,86.81,7.583,0.327,2.42,0.32,Intermittent
56748,Mumbai,91,10,89.01,9.1,1.212,4.9,0.54,Lumpy
56757,Bengaluru,91,1,98.9,91.0,0.0,1.0,0.01,Intermittent
56782,Mumbai,91,61,32.97,1.492,0.59,5.9,3.96,Lumpy
56797,Bengaluru,91,71,21.98,1.282,0.215,8.65,6.75,Smooth
56797,Delhi,91,71,21.98,1.282,0.215,6.48,5.05,Smooth
56797,HR-NCR,91,69,24.18,1.319,0.364,3.25,2.46,Smooth
56797,Mumbai,91,71,21.98,1.282,0.337,5.83,4.55,Smooth
56803,Bengaluru,91,62,31.87,1.468,0.79,4.89,3.33,Lumpy
56803,Delhi,91,71,21.98,1.282,0.093,64.07,49.99,Smooth
56803,HR-NCR,91,71,21.98,1.282,0.173,37.76,29.46,Smooth
56803,Mumbai,91,71,21.98,1.282,0.404,5.75,4.48,Smooth
56814,Delhi,91,65,28.57,1.4,0.053,37.88,27.05,Intermittent
56814,HR-NCR,91,64,29.67,1.422,0.086,15.11,10.63,Intermittent
56820,Bengaluru,91,71,21.98,1.282,0.197,12.06,9.41,Smooth
56820,Delhi,91,33,63.74,2.758,0.336,7.21,2.62,Intermittent
56820,HR-NCR,91,29,68.13,3.138,0.297,4.14,1.32,Intermittent
56824,Bengaluru,91,69,24.18,1.319,0.31,4.97,3.77,Smooth
56824,Delhi,91,35,61.54,2.6,0.453,4.86,1.87,Intermittent
56824,HR-NCR,91,29,68.13,3.138,0.356,2.62,0.84,Intermittent
56826,Bengaluru,91,69,24.18,1.319,0.209,8.68,6.58,Smooth
56826,Delhi,91,36,60.44,2.528,0.38,7.33,2.9,Intermittent
56826,HR-NCR,91,33,63.74,2.758,0.263,3.91,1.42,Intermittent
56864,Delhi,91,10,89.01,9.1,0.111,1.2,0.13,Intermittent
56864,HR-NCR,91,10,89.01,9.1,0.111,1.2,0.13,Intermittent
57042,Bengaluru,91,40,56.04,2.275,0.23,1.48,0.65,Intermittent
57042,Delhi,91,32,64.84,2.844,0.341,1.59,0.56,Intermittent
57042,HR-NCR,91,25,72.53,3.64,0.384,1.36,0.37,Intermittent
57042,Mumbai,91,27,70.33,3.37,0.282,1.37,0.41,Intermittent
57043,Bengaluru,91,63,30.77,1.444,0.274,2.6,1.8,Intermittent
57043,Delhi,91,61,32.97,1.492,0.289,3.31,2.22,Intermittent
57043,HR-NCR,91,50,45.05,1.82,0.362,3.16,1.74,Intermittent
57043,Mumbai,91,39,57.14,2.333,0.353,2.44,1.04,Intermittent
57046,HR-NCR,91,1,98.9,91.0,0.0,1.0,0.01,Intermittent
57181,Bengaluru,91,4,95.6,22.75,0.0,1.0,0.04,Intermittent
57181,Delhi,91,1,98.9,91.0,0.0,1.0,0.01,Intermittent
57181,HR-NCR,91,1,98.9,91.0,0.0,1.0,0.01,Intermittent
57181,Mumbai,91,13,85.71,7.0,0.061,1.08,0.15,Intermittent
57435,Delhi,91,71,21.98,1.282,0.274,281.32,219.49,Smooth
57435,HR-NCR,91,71,21.98,1.282,0.318,130.45,101.78,Smooth
57435,Mumbai,91,16,82.42,5.688,0.657,10.69,1.88,Lumpy
57816,Bengaluru,91,3,96.7,30.333,0.125,1.33,0.04,Intermittent
57816,Delhi,91,30,67.03,3.033,0.442,3.47,1.14,Intermittent
57816,HR-NCR,91,15,83.52,6.067,0.296,2.07,0.34,Intermittent
57816,Mumbai,91,2,97.8,45.5,0.0,1.0,0.02,Intermittent
57894,Bengaluru,91,67,26.37,1.358,0.331,3.79,2.79,Intermittent
57898,Bengaluru,91,52,42.86,1.75,0.376,1.77,1.01,Intermittent
57903,Bengaluru,91,71,21.98,1.282,0.329,60.83,47.46,Smooth
57903,Delhi,91,71,21.98,1.282,0.096,113.44,88.51,Smooth
57903,HR-NCR,91,71,21.98,1.282,0.102,99.97,78.0,Smooth
57903,Mumbai,91,71,21.98,1.282,0.17,25.8,20.13,Smooth
57950,Delhi,91,3,96.7,30.333,0.0,1.0,0.03,Intermittent
57950,HR-NCR,91,5,94.51,18.2,0.0,1.0,0.05,Intermittent
58005,Bengaluru,91,47,48.35,1.936,0.586,2.87,1.48,Lumpy
58005,Delhi,91,56,38.46,1.625,0.522,4.25,2.62,Lumpy
58005,HR-NCR,91,47,48.35,1.936,0.314,2.06,1.07,Intermittent
58005,Mumbai,91,20,78.02,4.55,0.504,1.25,0.27,Lumpy
58051,Delhi,91,71,21.98,1.282,0.218,10.77,8.41,Smooth
58051,HR-NCR,91,68,25.27,1.338,0.286,3.68,2.75,Intermittent
58051,Mumbai,91,28,69.23,3.25,0.297,1.64,0.51,Intermittent
58075,Mumbai,91,70,23.08,1.3,0.422,19.54,15.03,Smooth
58077,Mumbai,91,71,21.98,1.282,0.206,12.93,10.09,Smooth
58082,HR-NCR,91,8,91.21,11.375,0.042,2.38,0.21,Intermittent
58549,Bengaluru,91,39,57.14,2.333,0.561,4.51,1.93,Lumpy
58549,Delhi,91,31,65.93,2.935,0.822,5.06,1.73,Lumpy
58549,HR-NCR,91,24,73.63,3.792,0.889,2.04,0.54,Lumpy
58549,Mumbai,91,31,65.93,2.935,0.284,2.1,0.71,Intermittent
58591,Bengaluru,91,15,83.52,6.067,0.225,19.8,3.26,Intermittent
58591,Mumbai,91,69,24.18,1.319,0.218,27.16,20.59,Smooth
58596,Bengaluru,91,44,51.65,2.068,0.779,4.98,2.41,Lumpy
58596,Mumbai,91,71,21.98,1.282,0.267,5.83,4.55,Smooth
58686,Bengaluru,91,9,90.11,10.111,0.0,1.0,0.1,Intermittent
58686,Delhi,91,18,80.22,5.056,0.457,3.0,0.59,Intermittent
58686,HR-NCR,91,11,87.91,8.273,0.203,1.45,0.18,Intermittent
58686,Mumbai,91,20,78.02,4.55,0.199,4.45,0.98,Intermittent
58688,Bengaluru,91,56,38.46,1.625,0.24,2.09,1.29,Intermittent
58688,Delhi,91,59,35.16,1.542,0.424,3.34,2.16,Intermittent
58688,HR-NCR,91,48,47.25,1.896,0.548,2.42,1.27,Lumpy
58688,Mumbai,91,39,57.14,2.333,0.268,1.56,0.67,Intermittent
58689,Bengaluru,91,48,47.25,1.896,0.347,2.06,1.09,Intermittent
58689,Delhi,91,5,94.51,18.2,0.0,1.0,0.05,Intermittent
58689,Mumbai,91,34,62.64,2.676,0.314,1.71,0.64,Intermittent
59447,Bengaluru,91,44,51.65,2.068,0.542,2.68,1.3,Lumpy
59447,Delhi,91,2,97.8,45.5,0.0,1.0,0.02,Intermittent
59447,Mumbai,91,6,93.41,15.167,0.0,1.0,0.07,Intermittent
59504,HR-NCR,91,4,95.6,22.75,0.0,1.0,0.04,Intermittent
59588,Bengaluru,91,13,85.71,7.0,0.309,1.85,0.26,Intermittent
59588,Delhi,91,0,100.0,91.0,0.0,0.0,0.0,Intermittent
59588,HR-NCR,91,0,100.0,91.0,0.0,0.0,0.0,Intermittent
59588,Mumbai,91,2,97.8,45.5,0.0,1.0,0.02,Intermittent
59642,Bengaluru,91,71,21.98,1.282,0.223,10.08,7.87,Smooth
59642,Delhi,91,70,23.08,1.3,0.415,10.1,7.77,Smooth
59642,HR-NCR,91,69,24.18,1.319,0.296,7.49,5.68,Smooth
59642,Mumbai,91,70,23.08,1.3,0.253,8.56,6.58,Smooth
59656,Bengaluru,91,71,21.98,1.282,0.147,29.97,23.38,Smooth
59656,Delhi,91,71,21.98,1.282,0.083,95.23,74.3,Smooth
59656,HR-NCR,91,71,21.98,1.282,0.077,49.17,38.36,Smooth
59656,Mumbai,91,71,21.98,1.282,0.116,15.55,12.13,Smooth
59843,Bengaluru,91,71,21.98,1.282,0.083,71.73,55.97,Smooth
59843,Delhi,91,71,21.98,1.282,0.065,101.42,79.13,Smooth
59843,HR-NCR,91,71,21.98,1.282,0.086,45.51,35.51,Smooth
59843,Mumbai,91,71,21.98,1.282,0.078,28.28,22.07,Smooth
59854,Bengaluru,91,71,21.98,1.282,0.134,32.52,25.37,Smooth
59854,Delhi,91,71,21.98,1.282,0.06,126.92,99.02,Smooth
59854,HR-NCR,91,71,21.98,1.282,0.082,59.58,46.48,Smooth
59854,Mumbai,91,71,21.98,1.282,0.193,12.24,9.55,Smooth
59855,Bengaluru,91,7,92.31,13.0,0.094,1.14,0.09,Intermittent
59855,Delhi,91,42,53.85,2.167,0.874,22.45,10.36,Lumpy
59855,HR-NCR,91,33,63.74,2.758,1.727,11.52,4.18,Lumpy
59855,Mumbai,91,70,23.08,1.3,0.281,9.51,7.32,Smooth
60022,Bengaluru,91,6,93.41,15.167,0.864,3.5,0.23,Lumpy
60024,Bengaluru,91,6,93.41,15.167,0.347,2.33,0.15,Intermittent
60024,Delhi,91,71,21.98,1.282,0.234,8.17,6.37,Smooth
60024,HR-NCR,91,70,23.08,1.3,0.281,4.19,3.22,Smooth
60024,Mumbai,91,30,67.03,3.033,0.319,1.5,0.49,Intermittent
60028,Mumbai,91,31,65.93,2.935,0.637,3.94,1.34,Lumpy
60077,Bengaluru,91,43,52.75,2.116,0.288,1.65,0.78,Intermittent
60077,Delhi,91,21,76.92,4.333,0.32,1.67,0.38,Intermittent
60077,HR-NCR,91,14,84.62,6.5,0.21,1.29,0.2,Intermittent
60077,Mumbai,91,8,91.21,11.375,0.124,1.38,0.12,Intermittent
60088,Bengaluru,91,69,24.18,1.319,0.192,5.13,3.89,Smooth
60088,Delhi,91,71,21.98,1.282,0.113,14.76,11.52,Smooth
60088,HR-NCR,91,71,21.98,1.282,0.158,8.42,6.57,Smooth
60088,Mumbai,91,70,23.08,1.3,0.416,3.54,2.73,Smooth
60136,Mumbai,91,47,48.35,1.936,0.312,1.6,0.82,Intermittent
60164,Mumbai,91,71,21.98,1.282,0.207,113.63,88.66,Smooth
60310,Bengaluru,91,71,21.98,1.282,0.296,27.61,21.54,Smooth
60373,Bengaluru,91,3,96.7,30.333,0.041,36.33,1.2,Intermittent
60374,Bengaluru,91,71,21.98,1.282,0.403,36.56,28.53,Smooth
60410,Bengaluru,91,71,21.98,1.282,0.168,40.69,31.75,Smooth
60434,Mumbai,91,10,89.01,9.1,0.301,2.8,0.31,Intermittent
60596,Bengaluru,91,69,24.18,1.319,0.25,39.35,29.84,Smooth
60645,Bengaluru,91,71,21.98,1.282,0.25,4.66,3.64,Smooth
60645,Delhi,91,71,21.98,1.282,0.174,8.39,6.55,Smooth
60645,HR-NCR,91,70,23.08,1.3,0.17,5.4,4.15,Smooth
60645,Mumbai,91,59,35.16,1.542,0.365,2.22,1.44,Intermittent
60660,Bengaluru,91,71,21.98,1.282,0.139,100.32,78.27,Smooth
60660,Delhi,91,0,100.0,91.0,0.0,0.0,0.0,Intermittent
60660,HR-NCR,91,0,100.0,91.0,0.0,0.0,0.0,Intermittent
60685,Delhi,91,71,21.98,1.282,0.138,62.44,48.71,Smooth
60685,HR-NCR,91,71,21.98,1.282,0.185,29.51,23.02,Smooth
60686,Delhi,91,71,21.98,1.282,0.119,86.44,67.44,Smooth
60686,HR-NCR,91,71,21.98,1.282,0.147,42.14,32.88,Smooth
60686,Mumbai,91,71,21.98,1.282,0.242,8.93,6.97,Smooth
60731,Bengaluru,91,23,74.73,3.957,0.176,1.26,0.32,Intermittent
60731,Delhi,91,47,48.35,1.936,0.349,1.55,0.8,Intermittent
60731,HR-NCR,91,36,60.44,2.528,0.149,1.19,0.47,Intermittent
60731,Mumbai,91,5,94.51,18.2,0.0,1.0,0.05,Intermittent
60749,Bengaluru,91,70,23.08,1.3,0.349,50.99,39.22,Smooth
60749,Delhi,91,71,21.98,1.282,0.031,248.32,193.75,Smooth
60749,HR-NCR,91,71,21.98,1.282,0.033,130.8,102.05,Smooth
60749,Mumbai,91,71,21.98,1.282,0.07,38.37,29.93,Smooth
60773,Delhi,91,71,21.98,1.282,0.171,18.41,14.36,Smooth
60773,HR-NCR,91,71,21.98,1.282,0.151,9.28,7.24,Smooth
60773,Mumbai,91,56,38.46,1.625,0.297,2.39,1.47,Intermittent
60774,Bengaluru,91,71,21.98,1.282,0.182,10.32,8.05,Smooth
60774,Delhi,91,71,21.98,1.282,0.078,29.83,23.27,Smooth
60774,HR-NCR,91,71,21.98,1.282,0.126,14.32,11.18,Smooth
60774,Mumbai,91,69,24.18,1.319,0.305,3.93,2.98,Smooth
60775,Bengaluru,91,71,21.98,1.282,0.217,6.52,5.09,Smooth
60775,Delhi,91,71,21.98,1.282,0.089,22.11,17.25,Smooth
60775,HR-NCR,91,71,21.98,1.282,0.156,10.58,8.25,Smooth
60924,HR-NCR,91,0,100.0,91.0,0.0,0.0,0.0,Intermittent
61299,Bengaluru,91,71,21.98,1.282,0.125,16.55,12.91,Smooth
61307,Bengaluru,91,71,21.98,1.282,0.159,10.38,8.1,Smooth
61307,Delhi,91,71,21.98,1.282,0.108,11.9,9.29,Smooth
61307,HR-NCR,91,71,21.98,1.282,0.126,9.75,7.6,Smooth
61307,Mumbai,91,65,28.57,1.4,0.185,3.68,2.63,Intermittent
61365,Bengaluru,91,66,27.47,1.379,0.258,24.3,17.63,Intermittent
61365,Mumbai,91,70,23.08,1.3,0.491,6.66,5.12,Erratic
61373,Mumbai,91,4,95.6,22.75,0.172,5.75,0.25,Intermittent
61510,Delhi,91,71,21.98,1.282,0.258,75.89,59.21,Smooth
61510,HR-NCR,91,71,21.98,1.282,0.455,21.32,16.64,Smooth
61707,Bengaluru,91,71,21.98,1.282,0.135,19.27,15.03,Smooth
61707,Delhi,91,71,21.98,1.282,0.063,50.62,39.49,Smooth
61707,HR-NCR,91,71,21.98,1.282,0.086,33.04,25.78,Smooth
61707,Mumbai,91,69,24.18,1.319,0.163,13.03,9.88,Smooth
61729,Bengaluru,91,69,24.18,1.319,0.311,24.39,18.49,Smooth
61729,Delhi,91,71,21.98,1.282,0.027,98.34,76.73,Smooth
61729,HR-NCR,91,71,21.98,1.282,0.035,45.39,35.42,Smooth
61729,Mumbai,91,71,21.98,1.282,0.099,12.41,9.68,Smooth
61730,Bengaluru,91,71,21.98,1.282,0.459,8.77,6.85,Smooth
61730,Delhi,91,10,89.01,9.1,0.074,1.1,0.12,Intermittent
61730,HR-NCR,91,8,91.21,11.375,0.12,1.25,0.11,Intermittent
61740,Bengaluru,91,14,84.62,6.5,0.099,1.57,0.24,Intermittent
61740,Delhi,91,27,70.33,3.37,0.267,1.67,0.49,Intermittent
61740,HR-NCR,91,7,92.31,13.0,0.094,1.14,0.09,Intermittent
61740,Mumbai,91,12,86.81,7.583,0.12,1.25,0.16,Intermittent
61743,Delhi,91,71,21.98,1.282,0.13,407.79,318.16,Smooth
61743,HR-NCR,91,71,21.98,1.282,0.173,150.48,117.41,Smooth
61752,HR-NCR,91,3,96.7,30.333,0.0,1.0,0.03,Intermittent
61761,Bengaluru,91,71,21.98,1.282,0.127,44.85,34.99,Smooth
61761,Delhi,91,71,21.98,1.282,0.035,206.69,161.26,Smooth
61761,HR-NCR,91,71,21.98,1.282,0.057,73.21,57.12,Smooth
61761,Mumbai,91,10,89.01,9.1,0.267,2.3,0.25,Intermittent
61767,Bengaluru,91,14,84.62,6.5,0.287,1.93,0.3,Intermittent
61767,Delhi,91,71,21.98,1.282,0.351,12.92,10.08,Smooth
61767,HR-NCR,91,71,21.98,1.282,0.32,7.8,6.09,Smooth
61767,Mumbai,91,2,97.8,45.5,0.111,1.5,0.03,Intermittent
61791,Bengaluru,91,71,21.98,1.282,0.361,3.63,2.84,Smooth
61791,Delhi,91,71,21.98,1.282,0.222,8.3,6.47,Smooth
61791,HR-NCR,91,60,34.07,1.517,0.349,4.2,2.77,Intermittent
61791,Mumbai,91,45,50.55,2.022,0.392,2.16,1.07,Intermittent
61796,Bengaluru,91,71,21.98,1.282,0.354,9.45,7.37,Smooth
61796,Delhi,91,71,21.98,1.282,0.209,44.76,34.92,Smooth
61796,HR-NCR,91,70,23.08,1.3,0.326,13.74,10.57,Smooth
61796,Mumbai,91,67,26.37,1.358,0.424,4.33,3.19,Intermittent
61892,Bengaluru,91,71,21.98,1.282,0.227,12.3,9.59,Smooth
61892,Delhi,91,44,51.65,2.068,0.439,2.91,1.41,Intermittent
62022,Delhi,91,37,59.34,2.459,0.493,2.03,0.82,Lumpy
62022,HR-NCR,91,21,76.92,4.333,0.176,1.19,0.27,Intermittent
62022,Mumbai,91,38,58.24,2.395,0.312,1.66,0.69,Intermittent
62023,Delhi,91,37,59.34,2.459,0.357,1.76,0.71,Intermittent
62023,HR-NCR,91,32,64.84,2.844,0.19,1.38,0.48,Intermittent
62078,Delhi,91,71,21.98,1.282,0.495,34.48,26.9,Erratic
62078,HR-NCR,91,71,21.98,1.282,0.407,23.96,18.69,Smooth
62118,Mumbai,91,65,28.57,1.4,0.274,4.72,3.37,Intermittent
62121,Mumbai,91,18,80.22,5.056,0.19,1.22,0.24,Intermittent
62122,Mumbai,91,65,28.57,1.4,0.402,2.86,2.04,Intermittent
62126,Mumbai,91,8,91.21,11.375,0.124,1.38,0.12,Intermittent
62127,Mumbai,91,65,28.57,1.4,0.453,2.43,1.74,Intermittent
62130,Mumbai,91,45,50.55,2.022,0.258,1.82,0.9,Intermittent
62131,Mumbai,91,55,39.56,1.655,0.292,2.27,1.37,Intermittent
62184,Bengaluru,91,71,21.98,1.282,0.348,23.87,18.63,Smooth
62184,Mumbai,91,67,26.37,1.358,0.174,10.9,8.02,Intermittent
62198,Bengaluru,91,58,36.26,1.569,0.958,3.98,2.54,Lumpy
62198,Delhi,91,71,21.98,1.282,0.338,46.06,35.93,Smooth
62198,HR-NCR,91,70,23.08,1.3,0.494,16.81,12.93,Erratic
62198,Mumbai,91,67,26.37,1.358,0.389,4.87,3.58,Intermittent
62217,Bengaluru,91,16,82.42,5.688,0.052,1.06,0.19,Intermittent
62217,Delhi,91,30,67.03,3.033,0.19,1.4,0.46,Intermittent
62217,HR-NCR,91,17,81.32,5.353,0.195,1.24,0.23,Intermittent
62217,Mumbai,91,25,72.53,3.64,0.167,1.2,0.33,Intermittent
62221,Bengaluru,91,71,21.98,1.282,0.244,11.7,9.13,Smooth
62221,Delhi,91,71,21.98,1.282,0.064,45.14,35.22,Smooth
