product_id,city_name,mean_daily_demand,std_daily_demand,active_days_in_window,unit_cost,cost_data_status,lead_time_days_param,target_service_level_param,lead_time_demand,safety_stock,reorder_point,target_stock_level,lead_time_source,service_level_source
363541,HR-NCR,461.25,240.66,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1383.75,686,2070,5299,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
339152,Bengaluru,460.8,61.1,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1382.4,175,1558,4783,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
486018,Delhi,459.5,153.53,10,,UNRESOLVED_NO_HISTORY,3,0.95,1378.5,438,1817,5033,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
4943,Delhi,457.05,73.09,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1371.15,209,1581,4780,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
61743,Delhi,456.6,149.21,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1369.8000000000002,426,1796,4992,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
283763,Delhi,456.5,184.7,4,,ORIGINAL_VALID_IN_MASTER,3,0.95,1369.5,527,1897,5092,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
13,Delhi,455.2,140.62,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1365.6,401,1767,4953,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
9098,HR-NCR,454.95,58.3,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1364.85,167,1532,4717,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
423735,Mumbai,453.85,72.25,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1361.5500000000002,206,1568,4745,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
311059,Bengaluru,452.85,54.52,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1358.5500000000002,156,1515,4685,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
18396,HR-NCR,452.4,47.4,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1357.1999999999998,136,1494,4660,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
39493,Delhi,449.85,115.18,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1349.5500000000002,329,1679,4828,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
394525,Delhi,448.4,55.33,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1345.1999999999998,158,1504,4642,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
168,Delhi,447.05,111.88,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1341.15,319,1661,4790,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
458952,Delhi,445.5,70.9,10,,ORIGINAL_VALID_IN_MASTER,3,0.95,1336.5,203,1540,4658,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
388638,Delhi,444.75,178.66,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1334.25,510,1845,4958,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
578,Delhi,443.0,84.65,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1329.0,242,1571,4672,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
388080,Delhi,441.5,238.8,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1324.5,681,2006,5096,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
3923,HR-NCR,440.25,59.73,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1320.75,171,1492,4574,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
483187,Delhi,438.33,259.3,3,,ORIGINAL_VALID_IN_MASTER,3,0.95,1314.99,739,2054,5123,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
421706,Bengaluru,435.2,61.66,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1305.6,176,1482,4528,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
270958,Delhi,433.5,253.85,2,,ORIGINAL_VALID_IN_MASTER,3,0.95,1300.5,724,2025,5059,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
439970,Delhi,433.0,93.23,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1299.0,266,1565,4596,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
81953,Delhi,431.6,54.94,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1294.8000000000002,157,1452,4473,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
374079,HR-NCR,430.2,109.02,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1290.6,311,1602,4613,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
395336,HR-NCR,429.1,80.78,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1287.3000000000002,231,1519,4522,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
333427,Delhi,426.35,89.21,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1279.0500000000002,255,1535,4519,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
467655,Delhi,425.0,50.48,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1275.0,144,1419,4394,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
455785,Delhi,424.6,45.17,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1273.8000000000002,129,1403,4375,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
349944,HR-NCR,424.4,88.92,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1273.1999999999998,254,1528,4498,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
176,Bengaluru,420.8,109.24,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1262.4,312,1575,4520,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
445396,Delhi,420.55,106.45,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1261.65,304,1566,4510,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
159,Bengaluru,419.82,192.42,17,,ORIGINAL_VALID_IN_MASTER,3,0.95,1259.46,549,1809,4748,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
166848,Delhi,417.3,67.57,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1251.9,193,1445,4366,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
19257,Delhi,415.0,103.91,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1245.0,297,1542,4447,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
380157,Delhi,414.15,118.81,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1242.4499999999998,339,1582,4481,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
333764,HR-NCR,413.7,61.07,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1241.1,175,1417,4312,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
3924,Delhi,413.1,44.36,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1239.3000000000002,127,1367,4258,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
56692,HR-NCR,411.8,72.71,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1235.4,208,1444,4326,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
396897,Delhi,411.7,92.41,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1235.1,264,1500,4381,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
477482,HR-NCR,411.15,127.69,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1233.4499999999998,364,1598,4476,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
179,Delhi,410.8,60.12,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1232.4,172,1405,4280,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
440031,Delhi,409.85,111.92,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1229.5500000000002,319,1549,4418,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
18841,Delhi,408.35,123.97,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1225.0500000000002,354,1580,4438,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
486016,Delhi,408.0,557.83,6,,UNRESOLVED_NO_HISTORY,3,0.95,1224.0,1590,2814,5670,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
467651,HR-NCR,407.2,62.57,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1221.6,179,1401,4251,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
10557,HR-NCR,407.05,110.6,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1221.15,316,1538,4387,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
436336,Bengaluru,406.75,48.14,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1220.25,138,1359,4206,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
487714,HR-NCR,405.8,85.25,10,,ORIGINAL_VALID_IN_MASTER,3,0.95,1217.4,243,1461,4301,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
3907,HR-NCR,405.75,66.05,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1217.25,189,1407,4247,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
13876,Mumbai,403.4,94.47,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1210.1999999999998,270,1481,4304,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
438128,Delhi,401.8,69.05,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1205.4,197,1403,4215,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
23343,Bengaluru,398.55,60.32,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1195.65,172,1368,4158,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
43,Bengaluru,397.05,190.72,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1191.15,544,1736,4515,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
3471,Delhi,396.75,156.0,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1190.25,445,1636,4413,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
477787,Delhi,394.35,99.1,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1183.0500000000002,283,1467,4227,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
73577,Delhi,393.3,65.09,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1179.9,186,1366,4119,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
82898,Delhi,392.9,112.78,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1178.6999999999998,322,1501,4251,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
317610,Bengaluru,392.8,69.39,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1178.4,198,1377,4126,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
605,Delhi,392.65,86.35,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1177.9499999999998,247,1425,4174,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
486017,Mumbai,391.3,124.07,10,,UNRESOLVED_NO_HISTORY,3,0.95,1173.9,354,1528,4267,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
341746,Delhi,391.1,119.09,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1173.3000000000002,340,1514,4251,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
428612,Delhi,385.82,135.06,11,,ORIGINAL_VALID_IN_MASTER,3,0.95,1157.46,385,1543,4244,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
17,Delhi,385.3,59.17,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1155.9,169,1325,4022,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
383411,HR-NCR,383.8,62.38,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1151.4,178,1330,4016,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
459720,Mumbai,383.35,116.72,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1150.0500000000002,333,1484,4167,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
237680,Mumbai,383.35,60.04,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1150.0500000000002,172,1323,4006,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
464204,Delhi,380.25,47.13,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1140.75,135,1276,3938,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
286009,Delhi,380.05,85.53,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1140.15,244,1385,4045,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
171258,Delhi,378.2,55.83,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1134.6,160,1295,3942,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
253144,Delhi,377.1,115.75,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1131.3000000000002,330,1462,4101,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
104887,Delhi,374.75,49.8,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1124.25,142,1267,3890,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
486016,Mumbai,374.2,142.76,10,,UNRESOLVED_NO_HISTORY,3,0.95,1122.6,407,1530,4149,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
104616,Delhi,373.9,58.08,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1121.6999999999998,166,1288,3905,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
117641,Delhi,372.95,205.87,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1118.85,587,1706,4317,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
400105,Bengaluru,372.3,208.74,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1116.9,595,1712,4318,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
483695,Mumbai,371.75,73.25,4,0.004,Tier_2_Product_Median,3,0.95,1115.25,209,1325,3927,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
480950,Bengaluru,371.2,118.2,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1113.6,337,1451,4049,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
95609,Delhi,370.7,204.58,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1112.1,583,1696,4290,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
415984,Delhi,370.45,82.56,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1111.35,236,1348,3941,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
17748,Mumbai,368.65,54.6,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1105.9499999999998,156,1262,3843,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
17643,HR-NCR,367.9,72.25,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1103.6999999999998,206,1310,3885,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
368933,Delhi,367.6,58.2,10,,ORIGINAL_VALID_IN_MASTER,3,0.95,1102.8000000000002,166,1269,3842,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
478893,Delhi,365.95,53.86,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1097.85,154,1252,3814,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
18575,Delhi,365.85,149.51,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1097.5500000000002,426,1524,4085,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
55360,Delhi,365.4,42.69,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1096.1999999999998,122,1219,3776,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
11006,Delhi,364.85,71.21,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1094.5500000000002,203,1298,3852,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
189821,Bengaluru,364.7,42.44,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1094.1,121,1216,3768,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
67372,HR-NCR,363.2,40.13,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1089.6,115,1205,3747,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
39410,Bengaluru,362.95,147.76,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1088.85,422,1511,4052,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
438145,Delhi,359.1,76.54,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1077.3000000000002,219,1297,3810,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
400525,Delhi,358.65,160.31,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1075.9499999999998,457,1533,4044,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
201,Delhi,358.05,102.76,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1074.15,293,1368,3874,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
106,Delhi,354.75,81.16,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1064.25,232,1297,3780,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
15366,Delhi,353.1,86.51,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1059.3000000000002,247,1307,3778,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
12,HR-NCR,352.45,139.12,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1057.35,397,1455,3922,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
484067,Delhi,351.6,127.73,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1054.8000000000002,364,1419,3880,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
487712,HR-NCR,351.5,70.77,10,,ORIGINAL_VALID_IN_MASTER,3,0.95,1054.5,202,1257,3717,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
3914,Delhi,351.5,101.68,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1054.5,290,1345,3805,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
336628,Delhi,351.45,203.03,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1054.35,579,1634,4094,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
206314,Delhi,348.95,140.34,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1046.85,400,1447,3890,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
415627,Delhi,348.3,84.11,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1044.9,240,1285,3723,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
422948,Delhi,345.0,150.35,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1035.0,429,1464,3879,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
487712,Bengaluru,343.9,40.52,10,,ORIGINAL_VALID_IN_MASTER,3,0.95,1031.6999999999998,116,1148,3555,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
203,HR-NCR,343.75,79.58,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1031.25,227,1259,3665,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
479966,Delhi,342.55,151.75,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1027.65,433,1461,3859,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
114916,Delhi,341.85,48.03,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1025.5500000000002,137,1163,3556,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
105,Mumbai,341.2,83.1,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1023.5999999999999,237,1261,3649,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
426652,Bengaluru,340.6,73.17,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1021.8000000000001,209,1231,3615,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
388639,HR-NCR,338.65,75.09,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1015.9499999999999,214,1230,3601,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
21869,Delhi,338.35,64.08,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1015.0500000000001,183,1199,3567,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
179771,Delhi,338.25,98.97,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1014.75,282,1297,3665,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
95032,Mumbai,337.95,64.03,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1013.8499999999999,183,1197,3563,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
10559,Delhi,337.3,105.73,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1011.9000000000001,302,1314,3675,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
470636,Mumbai,336.1,73.66,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1008.3000000000001,210,1219,3571,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
478893,HR-NCR,333.9,57.43,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,1001.6999999999999,164,1166,3503,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
