date_,project_city,market_name,commodity_name,commodity_category,price_inr,price_usd,unit,price_type,price_flag,source
2022-05-15,HR-NCR,Gurgaon,Oil (groundnut),oil and fats,184.89,2.38,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,HR-NCR,Gurgaon,Oil (groundnut),oil and fats,186.0,2.38,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,HR-NCR,Gurgaon,Oil (groundnut),oil and fats,186.0,2.33,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,HR-NCR,Gurgaon,Oil (mustard),oil and fats,172.0,2.25,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,HR-NCR,Gurgaon,Oil (mustard),oil and fats,181.78,2.34,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,HR-NCR,Gurgaon,Oil (mustard),oil and fats,183.0,2.34,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,HR-NCR,Gurgaon,Oil (mustard),oil and fats,183.0,2.29,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,HR-NCR,Gurgaon,Oil (palm),oil and fats,143.0,1.87,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,HR-NCR,Gurgaon,Oil (palm),oil and fats,144.78,1.86,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,HR-NCR,Gurgaon,Oil (palm),oil and fats,145.0,1.86,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,HR-NCR,Gurgaon,Oil (palm),oil and fats,145.0,1.82,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,HR-NCR,Gurgaon,Oil (soybean),oil and fats,143.0,1.87,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,HR-NCR,Gurgaon,Oil (soybean),oil and fats,145.67,1.87,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,HR-NCR,Gurgaon,Oil (soybean),oil and fats,146.0,1.87,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,HR-NCR,Gurgaon,Oil (soybean),oil and fats,146.0,1.83,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,HR-NCR,Gurgaon,Oil (sunflower),oil and fats,153.0,2.0,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,HR-NCR,Gurgaon,Oil (sunflower),oil and fats,158.33,2.04,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,HR-NCR,Gurgaon,Oil (sunflower),oil and fats,159.0,2.03,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,HR-NCR,Gurgaon,Oil (sunflower),oil and fats,159.0,1.99,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,HR-NCR,Gurgaon,Onions,vegetables and fruits,25.36,0.33,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,HR-NCR,Gurgaon,Onions,vegetables and fruits,20.0,0.26,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,HR-NCR,Gurgaon,Onions,vegetables and fruits,20.0,0.26,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,HR-NCR,Gurgaon,Onions,vegetables and fruits,20.0,0.25,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,HR-NCR,Gurgaon,Potatoes,cereals and tubers,21.07,0.28,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,HR-NCR,Gurgaon,Potatoes,cereals and tubers,25.0,0.32,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,HR-NCR,Gurgaon,Potatoes,cereals and tubers,25.0,0.32,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,HR-NCR,Gurgaon,Potatoes,cereals and tubers,25.0,0.31,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,HR-NCR,Gurgaon,Rice,cereals and tubers,38.0,0.5,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,HR-NCR,Gurgaon,Rice,cereals and tubers,39.79,0.51,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,HR-NCR,Gurgaon,Rice,cereals and tubers,40.0,0.51,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,HR-NCR,Gurgaon,Rice,cereals and tubers,40.0,0.5,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,HR-NCR,Gurgaon,Salt (iodised),miscellaneous food,15.0,0.2,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,HR-NCR,Gurgaon,Salt (iodised),miscellaneous food,19.47,0.25,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,HR-NCR,Gurgaon,Salt (iodised),miscellaneous food,20.0,0.26,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,HR-NCR,Gurgaon,Salt (iodised),miscellaneous food,20.0,0.25,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,HR-NCR,Gurgaon,Sugar,miscellaneous food,42.0,0.55,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,HR-NCR,Gurgaon,Sugar,miscellaneous food,44.68,0.58,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,HR-NCR,Gurgaon,Sugar,miscellaneous food,45.0,0.58,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,HR-NCR,Gurgaon,Sugar,miscellaneous food,45.0,0.56,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,HR-NCR,Gurgaon,Sugar (jaggery/gur),miscellaneous food,40.0,0.52,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,HR-NCR,Gurgaon,Sugar (jaggery/gur),miscellaneous food,43.58,0.56,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,HR-NCR,Gurgaon,Sugar (jaggery/gur),miscellaneous food,44.0,0.56,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,HR-NCR,Gurgaon,Sugar (jaggery/gur),miscellaneous food,44.0,0.55,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,HR-NCR,Gurgaon,Tea (black),miscellaneous food,297.0,3.89,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,HR-NCR,Gurgaon,Tea (black),miscellaneous food,335.47,4.32,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,HR-NCR,Gurgaon,Tea (black),miscellaneous food,340.0,4.35,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,HR-NCR,Gurgaon,Tea (black),miscellaneous food,340.0,4.26,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,HR-NCR,Gurgaon,Tomatoes,vegetables and fruits,27.5,0.36,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,HR-NCR,Gurgaon,Tomatoes,vegetables and fruits,25.0,0.32,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,HR-NCR,Gurgaon,Tomatoes,vegetables and fruits,25.0,0.32,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,HR-NCR,Gurgaon,Tomatoes,vegetables and fruits,25.0,0.31,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,HR-NCR,Gurgaon,Wheat,cereals and tubers,24.0,0.31,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,HR-NCR,Gurgaon,Wheat,cereals and tubers,24.89,0.32,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,HR-NCR,Gurgaon,Wheat,cereals and tubers,25.0,0.32,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,HR-NCR,Gurgaon,Wheat,cereals and tubers,25.0,0.31,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,HR-NCR,Gurgaon,Wheat flour,cereals and tubers,32.0,0.42,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,HR-NCR,Gurgaon,Wheat flour,cereals and tubers,34.68,0.45,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,HR-NCR,Gurgaon,Wheat flour,cereals and tubers,35.0,0.45,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,HR-NCR,Gurgaon,Wheat flour,cereals and tubers,35.0,0.44,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Ghee (vanaspati),oil and fats,180.1,2.36,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Ghee (vanaspati),oil and fats,189.9,2.44,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Ghee (vanaspati),oil and fats,197.93,2.53,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Ghee (vanaspati),oil and fats,195.81,2.45,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Lentils,pulses and nuts,106.9,1.4,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Lentils,pulses and nuts,105.55,1.36,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Lentils,pulses and nuts,110.4,1.41,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Lentils,pulses and nuts,115.55,1.45,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Lentils (masur),pulses and nuts,99.23,1.3,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Lentils (masur),pulses and nuts,101.58,1.31,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Lentils (masur),pulses and nuts,101.9,1.3,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Lentils (masur),pulses and nuts,101.74,1.28,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Lentils (moong),pulses and nuts,111.13,1.46,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Lentils (moong),pulses and nuts,115.84,1.49,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Lentils (moong),pulses and nuts,119.7,1.53,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Lentils (moong),pulses and nuts,120.39,1.51,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Lentils (urad),pulses and nuts,115.93,1.52,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Lentils (urad),pulses and nuts,117.58,1.51,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Lentils (urad),pulses and nuts,117.9,1.51,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Lentils (urad),pulses and nuts,119.32,1.5,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Milk (pasteurized),milk and dairy,50.03,0.66,L,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Milk (pasteurized),milk and dairy,50.13,0.65,L,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Milk (pasteurized),milk and dairy,50.0,0.64,L,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Milk (pasteurized),milk and dairy,49.94,0.63,L,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Oil (groundnut),oil and fats,188.7,2.47,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Oil (groundnut),oil and fats,186.74,2.4,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Oil (groundnut),oil and fats,191.57,2.45,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Oil (groundnut),oil and fats,196.84,2.47,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Oil (mustard),oil and fats,194.27,2.55,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Oil (mustard),oil and fats,199.35,2.57,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Oil (mustard),oil and fats,196.47,2.51,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Oil (mustard),oil and fats,188.29,2.36,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Oil (palm),oil and fats,155.93,2.04,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Oil (palm),oil and fats,158.55,2.04,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Oil (palm),oil and fats,158.1,2.02,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Oil (palm),oil and fats,151.35,1.9,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Oil (soybean),oil and fats,169.1,2.22,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Oil (soybean),oil and fats,182.23,2.35,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Oil (soybean),oil and fats,189.93,2.43,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Oil (soybean),oil and fats,176.71,2.22,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Oil (sunflower),oil and fats,188.47,2.47,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Oil (sunflower),oil and fats,196.35,2.53,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Oil (sunflower),oil and fats,199.5,2.55,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Oil (sunflower),oil and fats,187.55,2.35,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Onions,vegetables and fruits,21.67,0.28,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Onions,vegetables and fruits,19.26,0.25,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Onions,vegetables and fruits,21.9,0.28,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Onions,vegetables and fruits,23.87,0.3,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Potatoes,cereals and tubers,24.47,0.32,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Potatoes,cereals and tubers,26.68,0.34,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Potatoes,cereals and tubers,29.9,0.38,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Potatoes,cereals and tubers,35.9,0.45,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Rice,cereals and tubers,35.23,0.46,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Rice,cereals and tubers,34.42,0.44,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Rice,cereals and tubers,34.3,0.44,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Rice,cereals and tubers,34.06,0.43,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Salt (iodised),miscellaneous food,23.9,0.31,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Salt (iodised),miscellaneous food,24.81,0.32,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Salt (iodised),miscellaneous food,25.0,0.32,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Salt (iodised),miscellaneous food,25.0,0.31,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Sugar,miscellaneous food,42.57,0.56,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Sugar,miscellaneous food,42.06,0.54,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Sugar,miscellaneous food,41.53,0.53,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Sugar,miscellaneous food,40.97,0.51,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Sugar (jaggery/gur),miscellaneous food,67.03,0.88,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Sugar (jaggery/gur),miscellaneous food,64.45,0.83,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Sugar (jaggery/gur),miscellaneous food,64.5,0.83,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Sugar (jaggery/gur),miscellaneous food,64.68,0.81,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Tea (black),miscellaneous food,319.03,4.18,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Tea (black),miscellaneous food,315.81,4.06,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Tea (black),miscellaneous food,315.0,4.03,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Tea (black),miscellaneous food,313.87,3.94,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Tomatoes,vegetables and fruits,33.37,0.44,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Tomatoes,vegetables and fruits,58.06,0.75,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Tomatoes,vegetables and fruits,72.77,0.93,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Tomatoes,vegetables and fruits,37.55,0.47,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Wheat,cereals and tubers,35.17,0.46,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Wheat,cereals and tubers,36.35,0.47,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Wheat,cereals and tubers,40.37,0.52,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Wheat,cereals and tubers,40.29,0.51,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-04-15,Mumbai,Mumbai,Wheat flour,cereals and tubers,49.87,0.65,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-05-15,Mumbai,Mumbai,Wheat flour,cereals and tubers,53.0,0.68,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-06-15,Mumbai,Mumbai,Wheat flour,cereals and tubers,60.4,0.77,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
2022-07-15,Mumbai,Mumbai,Wheat flour,cereals and tubers,59.29,0.74,KG,Retail,actual,UN WFP / Ministry of Consumer Affairs India
