product_id,city_name,missing_count,median_lp_prod_city,valid_samples_prod_city,median_lp_prod,valid_samples_prod,recovery_tier,recovered_landing_price
429222,Delhi,1,64.91269,12,64.91269,17,Tier_1_Product_City_Median,64.91269
488157,Bengaluru,1,119.9824,36,119.9824,147,Tier_1_Product_City_Median,119.9824
15472,HR-NCR,1,146.0779,14,147.99979,120,Tier_1_Product_City_Median,146.0779
480901,Delhi,6,38.0,2248,38.0,3178,Tier_1_Product_City_Median,38.0
424213,HR-NCR,1,406.95145,10,406.95145,54,Tier_1_Product_City_Median,406.95145
104649,Delhi,13,21.751177,647,21.751177,1032,Tier_1_Product_City_Median,21.751177
485527,HR-NCR,13,96.01104,522,96.008012,2789,Tier_1_Product_City_Median,96.01104
454312,Mumbai,1,337.500135,172,337.501,2372,Tier_1_Product_City_Median,337.500135
482729,Delhi,1,192.505,142,192.505,276,Tier_1_Product_City_Median,192.505
188918,Bengaluru,1,147.49278,271,147.49606999999997,758,Tier_1_Product_City_Median,147.49278
260895,Bengaluru,3,20.031338,133,20.083532,628,Tier_1_Product_City_Median,20.031338
415761,HR-NCR,1,268.25098,24,272.34,113,Tier_1_Product_City_Median,268.25098
482458,Mumbai,2,61.698,43,61.698006,379,Tier_1_Product_City_Median,61.698
483438,HR-NCR,1493,0.012,16,0.012,31,Tier_1_Product_City_Median,0.012
409191,Delhi,1,54.445038,169,54.442408,642,Tier_1_Product_City_Median,54.445038
482199,Mumbai,1,210.0,166,210.0,566,Tier_1_Product_City_Median,210.0
440217,Delhi,3,45.9964,15,45.9964,23,Tier_1_Product_City_Median,45.9964
424840,Delhi,1,170.26791,42,170.26791,131,Tier_1_Product_City_Median,170.26791
367302,Delhi,1,48.731487,15,49.11159,17,Tier_1_Product_City_Median,48.731487
446889,Mumbai,5,45.404995,62,42.325005,4679,Tier_1_Product_City_Median,45.404995
428982,Bengaluru,6,80.00399,32,71.34628,90,Tier_1_Product_City_Median,80.00399
437970,Delhi,2,66.0019,26,66.0019,39,Tier_1_Product_City_Median,66.0019
793,HR-NCR,1,141.75,25,141.75,60,Tier_1_Product_City_Median,141.75
10791,Delhi,1,216.4845,12,216.4845,17,Tier_1_Product_City_Median,216.4845
368617,Delhi,4,55.0,70,55.0,139,Tier_1_Product_City_Median,55.0
482727,Bengaluru,2,162.498,23,175.006,262,Tier_1_Product_City_Median,162.498
438590,Delhi,1,106.2,7,106.2,14,Tier_1_Product_City_Median,106.2
372071,Delhi,1,75.34285,9,75.603935,24,Tier_1_Product_City_Median,75.34285
24453,Delhi,1,170.218,5,162.557,8,Tier_1_Product_City_Median,170.218
402462,Delhi,1,149.76967,3,149.76967,5,Tier_1_Product_City_Median,149.76967
53670,Delhi,1,93.409004,209,93.409004,422,Tier_1_Product_City_Median,93.409004
335464,Delhi,1,504.9925,28,504.998,69,Tier_1_Product_City_Median,504.9925
786,Delhi,1,33.748592,357,33.748592,568,Tier_1_Product_City_Median,33.748592
370317,Delhi,3,12.003941,258,12.003939500000001,534,Tier_1_Product_City_Median,12.003941
369094,Delhi,2,44.2388,148,44.2388,240,Tier_1_Product_City_Median,44.2388
476910,HR-NCR,3,127.747,154,127.747,525,Tier_1_Product_City_Median,127.747
23768,Mumbai,1,83.877,33,76.182,2020,Tier_1_Product_City_Median,83.877
488061,Delhi,11,349.99698,78,349.99698,434,Tier_1_Product_City_Median,349.99698
398710,HR-NCR,1,1111.236,15,1111.236,66,Tier_1_Product_City_Median,1111.236
27758,Bengaluru,1,468.10205,162,468.89432,1455,Tier_1_Product_City_Median,468.10205
483591,Mumbai,1,61.36,106,61.359996,394,Tier_1_Product_City_Median,61.36
15473,Delhi,4,57.6,58,57.601543,126,Tier_1_Product_City_Median,57.6
12576,Mumbai,1,17.86811,47,17.874525,2918,Tier_1_Product_City_Median,17.86811
932,HR-NCR,1,24.305368,40,24.308,140,Tier_1_Product_City_Median,24.305368
19644,Bengaluru,2,211.53450500000002,8,211.53450500000002,8,Tier_1_Product_City_Median,211.53450500000002
392668,Mumbai,1,29.007145,7,28.0,18,Tier_1_Product_City_Median,29.007145
481565,HR-NCR,1,135.8486,21,135.845,103,Tier_1_Product_City_Median,135.8486
428962,Delhi,1,60.18,7,60.180004,34,Tier_1_Product_City_Median,60.18
429473,HR-NCR,1,106.4,5,106.4,13,Tier_1_Product_City_Median,106.4
457471,Delhi,1,69.49938,3,69.4995,23,Tier_1_Product_City_Median,69.49938
427657,Mumbai,1,246.5656,6,246.5656,6,Tier_1_Product_City_Median,246.5656
487693,HR-NCR,1,369.6232,1,369.6232,1,Tier_1_Product_City_Median,369.6232
481672,Delhi,3,39.695004,1209,39.695007,2087,Tier_1_Product_City_Median,39.695004
440239,Mumbai,1,138.002,19,138.0019,51,Tier_1_Product_City_Median,138.002
475661,Delhi,1,165.165,577,165.165,1091,Tier_1_Product_City_Median,165.165
480942,Delhi,1,60.003,252,60.003002,312,Tier_1_Product_City_Median,60.003
448087,Bengaluru,1,84.0,247,84.0,1389,Tier_1_Product_City_Median,84.0
482730,HR-NCR,1,164.634615,200,170.87843,788,Tier_1_Product_City_Median,164.634615
482793,Bengaluru,1,96.7637,193,96.749214,3353,Tier_1_Product_City_Median,96.7637
481564,Delhi,1,113.746,65,120.246,131,Tier_1_Product_City_Median,113.746
460897,Mumbai,1,92.158,150,92.158,322,Tier_1_Product_City_Median,92.158
313819,Delhi,1,454.996,148,454.996,243,Tier_1_Product_City_Median,454.996
28356,Delhi,1,14.291471,79,14.291471,119,Tier_1_Product_City_Median,14.291471
239265,Delhi,1,477.40457,116,477.40425500000003,308,Tier_1_Product_City_Median,477.40457
440041,Bengaluru,2,488.35995,225,488.35995,279,Tier_1_Product_City_Median,488.35995
482430,Delhi,1,175.50069,467,175.5,808,Tier_1_Product_City_Median,175.50069
481566,HR-NCR,2,161.851,132,161.851,467,Tier_1_Product_City_Median,161.851
28314,HR-NCR,1,100.2579,64,101.21374,237,Tier_1_Product_City_Median,100.2579
402880,HR-NCR,2,104.8481,37,104.8481,60,Tier_1_Product_City_Median,104.8481
114972,Bengaluru,12,8.691073,25,8.726637,78,Tier_1_Product_City_Median,8.691073
275999,Delhi,1,212.39998,22,198.004675,58,Tier_1_Product_City_Median,212.39998
364462,Bengaluru,3,52.660633,48,52.54887,363,Tier_1_Product_City_Median,52.660633
18498,HR-NCR,1,60.000164,28,60.000164,105,Tier_1_Product_City_Median,60.000164
376514,Delhi,1,77.14561,4,77.14561,8,Tier_1_Product_City_Median,77.14561
15464,Delhi,2,33.51141,18,36.708,1515,Tier_1_Product_City_Median,33.51141
364152,Mumbai,5,40.270847,20,40.270847,21,Tier_1_Product_City_Median,40.270847
431658,Delhi,1,370.7967,27,370.7967,37,Tier_1_Product_City_Median,370.7967
389734,Delhi,1,52.802433,1,55.17009,21,Tier_1_Product_City_Median,52.802433
409063,HR-NCR,1,96.43652,47,96.43652,71,Tier_1_Product_City_Median,96.43652
409325,Bengaluru,1,549.5571,334,549.5393,1278,Tier_1_Product_City_Median,549.5571
131780,Mumbai,1,81.7576,45,81.75004,492,Tier_1_Product_City_Median,81.7576
415586,Bengaluru,2,58.076855,277,53.6082,944,Tier_1_Product_City_Median,58.076855
456143,HR-NCR,11,35.997,43,35.997,258,Tier_1_Product_City_Median,35.997
479695,Delhi,1,55.298874,1013,55.297718,2747,Tier_1_Product_City_Median,55.298874
481713,Delhi,3,112.74899,653,112.74899,964,Tier_1_Product_City_Median,112.74899
470826,Delhi,1,162.498,84,162.498,256,Tier_1_Product_City_Median,162.498
481647,HR-NCR,8,57.537,323,57.537,1099,Tier_1_Product_City_Median,57.537
428945,Delhi,1,259.6,6,259.6,19,Tier_1_Product_City_Median,259.6
391785,Bengaluru,1,18.579182,83,21.492329,892,Tier_1_Product_City_Median,18.579182
346041,HR-NCR,1,154.47533,21,154.47533,56,Tier_1_Product_City_Median,154.47533
391906,Delhi,1,434.59854,54,434.61856,126,Tier_1_Product_City_Median,434.59854
438191,Mumbai,1,68.807,94,68.807,318,Tier_1_Product_City_Median,68.807
149684,Mumbai,1,33.96293,23,33.96293,37,Tier_1_Product_City_Median,33.96293
410588,Delhi,2,292.28552,156,292.28552,205,Tier_1_Product_City_Median,292.28552
481663,HR-NCR,5,104.996,139,104.996,454,Tier_1_Product_City_Median,104.996
369862,Delhi,1,60.003002,105,60.003002,196,Tier_1_Product_City_Median,60.003002
32152,Bengaluru,4,26.877886,56,26.877886,56,Tier_1_Product_City_Median,26.877886
446964,Mumbai,15,42.325,72,38.940144,2680,Tier_1_Product_City_Median,42.325
380518,Mumbai,1,719.2011,1,719.2011,1,Tier_1_Product_City_Median,719.2011
11484,Delhi,1,153.84811,14,139.7736,41,Tier_1_Product_City_Median,153.84811
17162,HR-NCR,1,157.495,74,157.495,241,Tier_1_Product_City_Median,157.495
446963,Mumbai,20,42.325,68,38.483,3372,Tier_1_Product_City_Median,42.325
392681,Delhi,1,126.000404,3,125.98851,13,Tier_1_Product_City_Median,126.000404
437972,Delhi,1,89.95195,15,89.95195,21,Tier_1_Product_City_Median,89.95195
432828,Delhi,1,73.416,10,73.416,13,Tier_1_Product_City_Median,73.416
424470,Delhi,1,284.15256999999997,24,284.1539,51,Tier_1_Product_City_Median,284.15256999999997
439691,Delhi,1,176.12,8,176.12,9,Tier_1_Product_City_Median,176.12
427377,Delhi,1,55.496193000000005,2,56.571003,32,Tier_1_Product_City_Median,55.496193000000005
409146,Bengaluru,1,86.0048,61,86.0048,78,Tier_1_Product_City_Median,86.0048
376370,Delhi,1,62.002113,1364,62.002003,3762,Tier_1_Product_City_Median,62.002113
399359,Delhi,1,69.06695,161,75.560616,414,Tier_1_Product_City_Median,69.06695
482007,Bengaluru,15,48.003998,2146,48.004,7745,Tier_1_Product_City_Median,48.003998
480334,Delhi,1,127.80628,320,127.879527,686,Tier_1_Product_City_Median,127.80628
483436,HR-NCR,7261,0.012,551,0.012,562,Tier_1_Product_City_Median,0.012
368393,Bengaluru,1,23.10434,425,23.105904,4420,Tier_1_Product_City_Median,23.10434
480926,Delhi,2,29.996,381,29.996002,1138,Tier_1_Product_City_Median,29.996
481657,Delhi,5,25.512,1478,25.512,2202,Tier_1_Product_City_Median,25.512
482431,Delhi,2,175.50098,395,175.50002,669,Tier_1_Product_City_Median,175.50098
480032,Delhi,1,86.25137,313,86.25124,537,Tier_1_Product_City_Median,86.25137
23314,Mumbai,1,211.74768,434,211.747,2876,Tier_1_Product_City_Median,211.74768
126165,Delhi,4,51.771,874,51.772003,2346,Tier_1_Product_City_Median,51.771
481046,Delhi,1,114.0,109,114.0,163,Tier_1_Product_City_Median,114.0
100254,Bengaluru,1,84.0,364,84.0,364,Tier_1_Product_City_Median,84.0
488061,Mumbai,26,349.99698,111,349.99698,434,Tier_1_Product_City_Median,349.99698
455580,Delhi,1,227.50397,35,227.50398,120,Tier_1_Product_City_Median,227.50397
289063,Delhi,1,131.55606,22,131.55606,35,Tier_1_Product_City_Median,131.55606
769,HR-NCR,1,88.004,31,88.004005,485,Tier_1_Product_City_Median,88.004
429206,Delhi,3,32.0,72,32.0,241,Tier_1_Product_City_Median,32.0
429468,Delhi,1,156.791925,6,156.65286,33,Tier_1_Product_City_Median,156.791925
417408,Delhi,1,167.39711,41,167.39711,79,Tier_1_Product_City_Median,167.39711
396756,Mumbai,1,245.0,3,71.63052,9,Tier_1_Product_City_Median,245.0
391020,Mumbai,4,29.063086,44,29.063086,44,Tier_1_Product_City_Median,29.063086
441911,Delhi,1,492.59775,51,492.59775,75,Tier_1_Product_City_Median,492.59775
392668,Delhi,1,28.0,5,28.0,18,Tier_1_Product_City_Median,28.0
376501,Bengaluru,4,74.323,14,74.323,25,Tier_1_Product_City_Median,74.323
438836,HR-NCR,1,130.00096,27,130.00096,38,Tier_1_Product_City_Median,130.00096
20035,Delhi,1,1337.0487,7,1520.8695,67,Tier_1_Product_City_Median,1337.0487
446417,HR-NCR,1,249.16072,1,249.1654,14,Tier_1_Product_City_Median,249.16072
480028,Delhi,1,162.99948,1803,162.99948,2145,Tier_1_Product_City_Median,162.99948
155532,Delhi,1,122.9678,164,122.98373,249,Tier_1_Product_City_Median,122.9678
33237,Delhi,9,35.102,451,35.102,666,Tier_1_Product_City_Median,35.102
477891,Delhi,1,69.99812,126,69.99812,334,Tier_1_Product_City_Median,69.99812
198088,Delhi,1,43.796,356,43.796,970,Tier_1_Product_City_Median,43.796
195034,Delhi,1,350.33478,438,350.3548,1808,Tier_1_Product_City_Median,350.33478
389706,Delhi,1,17.031,1855,11.023846,9204,Tier_1_Product_City_Median,17.031
481708,Delhi,2,55.342,1439,55.342,2029,Tier_1_Product_City_Median,55.342
482582,Mumbai,16,25.5,210,25.5,210,Tier_1_Product_City_Median,25.5
442234,Delhi,2,66.23606,25,67.2,46,Tier_1_Product_City_Median,66.23606
481626,Delhi,1,40.12,477,40.120003,1214,Tier_1_Product_City_Median,40.12
446162,Delhi,1,42.479996,7,42.479996,46,Tier_1_Product_City_Median,42.479996
438127,Delhi,1,121.570015,389,121.128204,586,Tier_1_Product_City_Median,121.570015
474089,HR-NCR,2,237.25,52,237.25,199,Tier_1_Product_City_Median,237.25
441901,Bengaluru,1,69.25068,128,69.25068,128,Tier_1_Product_City_Median,69.25068
480963,HR-NCR,1,156.005,89,156.005,330,Tier_1_Product_City_Median,156.005
415585,Bengaluru,2,58.117374,273,57.035297,944,Tier_1_Product_City_Median,58.117374
479471,Delhi,1,101.99924,58,101.99903,113,Tier_1_Product_City_Median,101.99924
35015,HR-NCR,5,131.64136,102,128.02982,379,Tier_1_Product_City_Median,131.64136
392614,Delhi,1,372.10153,53,372.10153,113,Tier_1_Product_City_Median,372.10153
67214,Delhi,1,162.01733,32,162.01733,51,Tier_1_Product_City_Median,162.01733
101245,Delhi,1,93.504524,15,97.10428,112,Tier_1_Product_City_Median,93.504524
473996,Bengaluru,1,378.001,73,378.00104,483,Tier_1_Product_City_Median,378.001
440216,HR-NCR,1,34.7156,8,34.73265,25,Tier_1_Product_City_Median,34.7156
438662,HR-NCR,2,14.403024,46,14.403024,79,Tier_1_Product_City_Median,14.403024
438342,Delhi,2,45.430004,16,45.430004,25,Tier_1_Product_City_Median,45.430004
372081,Mumbai,1,251.0,12,98.00098,31,Tier_1_Product_City_Median,251.0
439222,Delhi,1,270.14844,7,270.14844,9,Tier_1_Product_City_Median,270.14844
445388,Delhi,3,25.488,9,25.488008,22,Tier_1_Product_City_Median,25.488
390212,Bengaluru,1,122.454605,5,122.454605,6,Tier_1_Product_City_Median,122.454605
127059,Delhi,2,211.52682,7,211.53125,31,Tier_1_Product_City_Median,211.52682
395566,Delhi,2,63.0,4,63.134037,50,Tier_1_Product_City_Median,63.0
480558,Mumbai,1,280.002,8,280.002,151,Tier_1_Product_City_Median,280.002
400573,Delhi,1,90.99399500000001,2,90.99258,4,Tier_1_Product_City_Median,90.99399500000001
488058,Mumbai,38,349.997,3,349.99695,170,Tier_1_Product_City_Median,349.997
481671,Delhi,5,31.683,2794,31.683,4307,Tier_1_Product_City_Median,31.683
345107,Bengaluru,1,89.59696,243,89.59701,731,Tier_1_Product_City_Median,89.59696
482007,HR-NCR,43,48.00401,1537,48.004,7745,Tier_1_Product_City_Median,48.00401
483596,Mumbai,1,80.24,128,80.24,516,Tier_1_Product_City_Median,80.24
481654,Delhi,2,117.38601,278,117.38601,430,Tier_1_Product_City_Median,117.38601
481325,Delhi,1,303.99695,501,303.997,1087,Tier_1_Product_City_Median,303.99695
461017,Delhi,4,221.403,114,221.403,161,Tier_1_Product_City_Median,221.403
355840,Bengaluru,3,81.995,7,81.99501,31,Tier_1_Product_City_Median,81.995
483839,Delhi,4,43.5,103,43.5,151,Tier_1_Product_City_Median,43.5
486125,Delhi,123,68.807,438,68.807,2807,Tier_1_Product_City_Median,68.807
293334,HR-NCR,1,104.96943,38,104.961624,82,Tier_1_Product_City_Median,104.96943
455293,HR-NCR,3,91.35,203,91.35,777,Tier_1_Product_City_Median,91.35
478063,Delhi,1,365.48123,129,365.7526,416,Tier_1_Product_City_Median,365.48123
437966,Delhi,2,84.0,46,84.0,52,Tier_1_Product_City_Median,84.0
398879,HR-NCR,1,84.96001,10,84.96001,16,Tier_1_Product_City_Median,84.96001
438657,Delhi,1,176.078855,8,163.00479,13,Tier_1_Product_City_Median,176.078855
402223,Delhi,1,78.99965,6,129.0,26,Tier_1_Product_City_Median,78.99965
86620,Delhi,1,510.91257,25,510.91257,64,Tier_1_Product_City_Median,510.91257
400570,Delhi,1,46.187057,6,46.1294235,8,Tier_1_Product_City_Median,46.187057
364150,Bengaluru,2,52.001602,1,52.001595,9,Tier_1_Product_City_Median,52.001602
438316,HR-NCR,1,109.15,7,109.15,14,Tier_1_Product_City_Median,109.15
445458,Bengaluru,1,162.84001,1,177.35377499999998,4,Tier_1_Product_City_Median,162.84001
481709,Delhi,6,102.849,420,102.849,582,Tier_1_Product_City_Median,102.849
17416,Delhi,1,101.246796,64,101.246796,97,Tier_1_Product_City_Median,101.246796
108655,HR-NCR,1,111.80146,968,111.805,5228,Tier_1_Product_City_Median,111.80146
11350,Delhi,5,6.476124,125,2.220685,209,Tier_1_Product_City_Median,6.476124
482109,Bengaluru,5,72.995,1823,72.9946,2134,Tier_1_Product_City_Median,72.995
390679,HR-NCR,1,12.953748,66,13.125097,491,Tier_1_Product_City_Median,12.953748
488062,Mumbai,26,349.997,33,349.997,179,Tier_1_Product_City_Median,349.997
488060,Delhi,28,209.99959,172,210.0,553,Tier_1_Product_City_Median,209.99959
477341,Delhi,3,69.301,209,69.301,510,Tier_1_Product_City_Median,69.301
456099,Delhi,3,35.997,181,35.997,435,Tier_1_Product_City_Median,35.997
146296,Delhi,2,38.998,67,38.998,159,Tier_1_Product_City_Median,38.998
56824,Delhi,3,56.248604,208,56.2485,675,Tier_1_Product_City_Median,56.248604
28333,Mumbai,1,63.436996,11,63.436996,11,Tier_1_Product_City_Median,63.436996
155909,Delhi,3,55.496845,253,55.498425,522,Tier_1_Product_City_Median,55.496845
405821,HR-NCR,1,34.88099,77,34.88099,241,Tier_1_Product_City_Median,34.88099
488063,Delhi,2,349.99698,191,349.9969,307,Tier_1_Product_City_Median,349.99698
103927,Bengaluru,2,41.006245,49,41.006245,58,Tier_1_Product_City_Median,41.006245
364462,Mumbai,2,54.37987,24,52.54887,363,Tier_1_Product_City_Median,54.37987
407467,Delhi,1,919.40795,24,959.202,113,Tier_1_Product_City_Median,919.40795
114972,Mumbai,3,8.726637,40,8.726637,78,Tier_1_Product_City_Median,8.726637
336797,HR-NCR,1,178.91250000000002,54,178.88268,221,Tier_1_Product_City_Median,178.91250000000002
428916,Delhi,1,37.996002,14,37.996002,14,Tier_1_Product_City_Median,37.996002
34397,Delhi,1,204.0176,11,204.019,36,Tier_1_Product_City_Median,204.0176
477346,Delhi,1,265.376,9,265.299,29,Tier_1_Product_City_Median,265.376
457032,HR-NCR,1,49.961166,3,49.630035,11,Tier_1_Product_City_Median,49.961166
488157,HR-NCR,1,119.9824,32,119.9824,147,Tier_1_Product_City_Median,119.9824
464432,Delhi,1,55.002995,4,55.002995,5,Tier_1_Product_City_Median,55.002995
247454,Mumbai,1,58.083,5,58.114056,11,Tier_1_Product_City_Median,58.083
391921,Delhi,1,54.987995,455,54.987995,909,Tier_1_Product_City_Median,54.987995
476087,Bengaluru,9,55.0,1393,55.0,11944,Tier_1_Product_City_Median,55.0
481650,Delhi,5,92.88999,498,92.88999,812,Tier_1_Product_City_Median,92.88999
482730,Bengaluru,3,162.498,87,170.87843,788,Tier_1_Product_City_Median,162.498
438133,Delhi,1,42.201,1204,42.195175,2779,Tier_1_Product_City_Median,42.201
402828,Mumbai,1,69.12415,9,68.3915,333,Tier_1_Product_City_Median,69.12415
162,Bengaluru,1,58.247795,308,60.45002,21897,Tier_1_Product_City_Median,58.247795
483592,Mumbai,2,67.96801,301,67.968,1487,Tier_1_Product_City_Median,67.96801
488062,HR-NCR,5,349.997,40,349.997,179,Tier_1_Product_City_Median,349.997
440052,Mumbai,2,227.59999,31,198.20142,778,Tier_1_Product_City_Median,227.59999
395361,Delhi,1,677.7018,19,676.285625,26,Tier_1_Product_City_Median,677.7018
474820,HR-NCR,5,0.0,57,0.0,92,Tier_1_Product_City_Median,0.0
43601,Delhi,5,89.22166,53,89.22166,108,Tier_1_Product_City_Median,89.22166
481660,Delhi,1,91.002,103,91.00199,153,Tier_1_Product_City_Median,91.002
442813,HR-NCR,1,69.9976,2,69.99759,7,Tier_1_Product_City_Median,69.9976
483968,HR-NCR,3,69.9976,3,69.9976,3,Tier_1_Product_City_Median,69.9976
437963,Delhi,1,49.88,10,49.890203,518,Tier_1_Product_City_Median,49.88
392669,Delhi,1,13.003201,8,13.003201,128,Tier_1_Product_City_Median,13.003201
402876,HR-NCR,1,213.10628,15,213.10628,16,Tier_1_Product_City_Median,213.10628
403773,HR-NCR,2,17.793998,17,8.897008,51,Tier_1_Product_City_Median,17.793998
440210,HR-NCR,2,40.3206,7,40.3206,26,Tier_1_Product_City_Median,40.3206
438889,Delhi,1,199.38571,2,198.25688,17,Tier_1_Product_City_Median,199.38571
438893,Delhi,1,321.45496,5,321.45493,9,Tier_1_Product_City_Median,321.45496
379848,Delhi,1,71.5995,3,71.5995,3,Tier_1_Product_City_Median,71.5995
448439,Delhi,1,105.33763,1,105.33763,2,Tier_1_Product_City_Median,105.33763
17162,Delhi,4,157.495,166,157.495,241,Tier_1_Product_City_Median,157.495
391906,HR-NCR,3,434.61853,34,434.61856,126,Tier_1_Product_City_Median,434.61853
481681,Delhi,4,55.460003,1694,55.460003,3780,Tier_1_Product_City_Median,55.460003
483668,Delhi,1,121.74816,540,121.748154,1051,Tier_1_Product_City_Median,121.74816
45642,Delhi,1,37.173466,869,37.76,1833,Tier_1_Product_City_Median,37.173466
481663,Delhi,3,104.996,315,104.996,454,Tier_1_Product_City_Median,104.996
402106,Bengaluru,1,83.001,39,83.001,109,Tier_1_Product_City_Median,83.001
480398,Delhi,3,60.003002,220,60.003002,1510,Tier_1_Product_City_Median,60.003002
89130,Delhi,1,370.8883,28,370.92496,328,Tier_1_Product_City_Median,370.8883
479517,Delhi,1,218.39906,118,218.39912,165,Tier_1_Product_City_Median,218.39906
456143,Delhi,3,35.997,77,35.997,258,Tier_1_Product_City_Median,35.997
38272,Delhi,1,192.5,109,192.49901,266,Tier_1_Product_City_Median,192.5
376513,Bengaluru,4,47.04,21,47.04,24,Tier_1_Product_City_Median,47.04
425794,Delhi,1,332.81168,57,332.7815,197,Tier_1_Product_City_Median,332.81168
359996,Bengaluru,1,119.05334,28,119.997765,66,Tier_1_Product_City_Median,119.05334
462670,Bengaluru,1,30.262161,27,30.262,117,Tier_1_Product_City_Median,30.262161
409108,Bengaluru,2,69.47801,143,69.478,226,Tier_1_Product_City_Median,69.47801
392666,Delhi,1,899.9985,7,899.9985,41,Tier_1_Product_City_Median,899.9985
346041,Delhi,1,154.47533,30,154.47533,56,Tier_1_Product_City_Median,154.47533
402222,Delhi,2,78.89594,8,78.89594,10,Tier_1_Product_City_Median,78.89594
428945,HR-NCR,1,259.6,10,259.6,19,Tier_1_Product_City_Median,259.6
424470,HR-NCR,1,284.1514,10,284.1539,51,Tier_1_Product_City_Median,284.1514
473078,Delhi,2,38.503,1034,38.503,2164,Tier_1_Product_City_Median,38.503
402899,Delhi,2,100.00686,56,100.00686,108,Tier_1_Product_City_Median,100.00686
395715,Bengaluru,2,54.99901,53,54.99901,53,Tier_1_Product_City_Median,54.99901
480998,Mumbai,3,48.875996,111,48.875996,735,Tier_1_Product_City_Median,48.875996
440211,Delhi,3,32.20202,10,32.20202,12,Tier_1_Product_City_Median,32.20202
407573,HR-NCR,7,25.096807,156,25.097937,913,Tier_1_Product_City_Median,25.096807
425137,Delhi,1,296.2523,137,296.25223,258,Tier_1_Product_City_Median,296.2523
446417,Delhi,3,249.1654,8,249.1654,14,Tier_1_Product_City_Median,249.1654
426277,Mumbai,1,131.73922,52,131.73922,216,Tier_1_Product_City_Median,131.73922
20036,Delhi,1,1346.9805,9,1477.4028,54,Tier_1_Product_City_Median,1346.9805
380110,Delhi,1,21.7469475,22,21.747,277,Tier_1_Product_City_Median,21.7469475
312971,Delhi,1,88.475787,20,88.47579,34,Tier_1_Product_City_Median,88.475787
101645,HR-NCR,1,83.29474,10,96.98525,155,Tier_1_Product_City_Median,83.29474
458661,Delhi,2,89.264,20,89.264,26,Tier_1_Product_City_Median,89.264
428992,Delhi,2,90.0032,7,90.0032,7,Tier_1_Product_City_Median,90.0032
483436,Delhi,4082,0.012,11,0.012,562,Tier_1_Product_City_Median,0.012
427387,Delhi,1,124.0624,6,124.0624,16,Tier_1_Product_City_Median,124.0624
34964,Delhi,1,115.310326,7,133.667105,44,Tier_1_Product_City_Median,115.310326
442814,Delhi,1,150.0016,2,150.0016,19,Tier_1_Product_City_Median,150.0016
466044,Mumbai,2,137.51984,60,137.51793,122,Tier_1_Product_City_Median,137.51984
368780,Delhi,11,17.0,320,17.0,1132,Tier_1_Product_City_Median,17.0
10678,Bengaluru,1,94.41201,473,94.412,711,Tier_1_Product_City_Median,94.41201
106825,Bengaluru,1,94.56301,569,94.56301,3391,Tier_1_Product_City_Median,94.56301
82,Delhi,13,49.14,315,49.14,478,Tier_1_Product_City_Median,49.14
107212,HR-NCR,1,307.68503,4,307.68503,15,Tier_1_Product_City_Median,307.68503
401997,HR-NCR,4,41.246998,205,41.24886,570,Tier_1_Product_City_Median,41.246998
482732,Delhi,2,209.297,154,209.297,259,Tier_1_Product_City_Median,209.297
432588,Bengaluru,2,116.348,181,116.348,1142,Tier_1_Product_City_Median,116.348
475635,HR-NCR,1,56.249100999999996,174,56.248077,858,Tier_1_Product_City_Median,56.249100999999996
488061,HR-NCR,7,349.99698,53,349.99698,434,Tier_1_Product_City_Median,349.99698
365722,Delhi,3,93.89513,121,93.89512,210,Tier_1_Product_City_Median,93.89513
126181,Bengaluru,1,47.495,198,47.4951,356,Tier_1_Product_City_Median,47.495
438090,Delhi,1,163.324,22,163.324,30,Tier_1_Product_City_Median,163.324
121337,Delhi,1,30.796537,15,30.796537,24,Tier_1_Product_City_Median,30.796537
477826,Delhi,1,198.00398,44,212.39998,183,Tier_1_Product_City_Median,198.00398
476121,Bengaluru,1,87.493996,21,87.493996,52,Tier_1_Product_City_Median,87.493996
438458,Mumbai,1,132.51364,31,132.458,92,Tier_1_Product_City_Median,132.51364
487700,HR-NCR,1,299.6896,2,299.6896,2,Tier_1_Product_City_Median,299.6896
355469,HR-NCR,1,16.494999,9,16.494999,42,Tier_1_Product_City_Median,16.494999
440241,Mumbai,2,148.55191,5,138.00168,27,Tier_1_Product_City_Median,148.55191
392680,Bengaluru,1,99.982574,10,92.21272,21,Tier_1_Product_City_Median,99.982574
445332,Delhi,1,459.9994,20,459.9994,63,Tier_1_Product_City_Median,459.9994
402181,Delhi,1,73.394005,8,75.78807,37,Tier_1_Product_City_Median,73.394005
355840,Mumbai,5,81.995,7,81.99501,31,Tier_1_Product_City_Median,81.995
462669,HR-NCR,1,36.758,8,36.758007,95,Tier_1_Product_City_Median,36.758
440246,Delhi,2,74.003995,10,74.00399,14,Tier_1_Product_City_Median,74.003995
428948,Mumbai,1,328.90400999999997,4,277.996,16,Tier_1_Product_City_Median,328.90400999999997
439210,Bengaluru,3,31.203,1080,31.203,5167,Tier_1_Product_City_Median,31.203
19206,Bengaluru,1,53.572,503,51.771988,2103,Tier_1_Product_City_Median,53.572
475488,Delhi,4,416.50497,105,416.50386000000003,164,Tier_1_Product_City_Median,416.50497
482198,Mumbai,3,209.99898,154,210.0,604,Tier_1_Product_City_Median,209.99898
