date_,city_name,temperature_avg,temperature_max,temperature_min,humidity,rainfall_mm,weather_condition
2022-04-25,Mumbai,30.8,36.5,25.4,60.0,0.0,Hot / Sunny
2022-04-26,Mumbai,30.1,33.9,26.3,68.0,0.0,Clear / Pleasant
2022-04-27,Mumbai,30.9,35.4,25.9,61.0,0.0,Hot / Sunny
2022-04-28,Mumbai,31.0,36.2,26.4,62.0,0.0,Hot / Sunny
2022-04-29,Mumbai,30.1,33.3,27.8,77.0,0.0,Humid / Overcast
2022-04-30,Mumbai,29.3,33.1,25.7,77.0,0.0,Humid / Overcast
2022-05-01,Mumbai,29.5,33.0,26.2,79.0,0.0,Humid / Overcast
2022-05-02,Mumbai,29.9,32.6,27.9,76.0,0.0,Humid / Overcast
2022-05-03,Mumbai,29.9,32.9,27.3,76.0,0.0,Humid / Overcast
2022-05-04,Mumbai,29.3,32.7,26.9,76.0,0.0,Humid / Overcast
2022-05-05,Mumbai,28.9,33.1,25.7,79.0,0.0,Humid / Overcast
2022-05-06,Mumbai,29.1,32.8,26.4,77.0,0.1,Light Rain
2022-05-07,Mumbai,29.3,33.1,26.1,79.0,0.0,Humid / Overcast
2022-05-08,Mumbai,29.6,33.2,26.3,80.0,0.0,Humid / Overcast
2022-05-09,Mumbai,29.5,32.6,26.9,80.0,0.0,Humid / Overcast
2022-05-10,Mumbai,29.9,32.7,28.0,75.0,0.0,Humid / Overcast
2022-05-11,Mumbai,29.7,32.5,27.5,76.0,0.0,Humid / Overcast
2022-05-12,Mumbai,29.9,32.6,28.5,71.0,0.0,Clear / Pleasant
2022-05-13,Mumbai,29.8,32.1,28.3,71.0,0.0,Clear / Pleasant
2022-05-14,Mumbai,29.8,32.4,28.1,71.0,0.0,Clear / Pleasant
2022-05-15,Mumbai,29.9,32.9,28.2,72.0,0.0,Clear / Pleasant
2022-05-16,Mumbai,29.7,32.7,27.3,74.0,0.0,Clear / Pleasant
2022-05-17,Mumbai,29.8,32.9,27.9,73.0,0.0,Clear / Pleasant
2022-05-18,Mumbai,29.4,32.3,27.4,72.0,0.0,Clear / Pleasant
2022-05-19,Mumbai,29.5,32.2,27.5,73.0,0.0,Clear / Pleasant
2022-05-20,Mumbai,29.7,32.1,27.9,68.0,0.1,Light Rain
2022-05-21,Mumbai,30.2,32.5,28.6,64.0,0.1,Light Rain
2022-05-22,Mumbai,30.2,32.5,28.8,66.0,1.0,Light Rain
2022-05-23,Mumbai,30.2,32.8,28.6,69.0,2.7,Light Rain
2022-05-24,Mumbai,30.2,32.6,28.3,69.0,0.4,Light Rain
2022-05-25,Mumbai,29.7,32.4,27.6,70.0,0.6,Light Rain
2022-05-26,Mumbai,30.1,32.8,27.9,64.0,0.0,Clear / Pleasant
2022-05-27,Mumbai,30.4,33.3,28.5,61.0,0.0,Clear / Pleasant
2022-05-28,Mumbai,30.4,33.0,28.6,61.0,0.0,Clear / Pleasant
2022-05-29,Mumbai,30.5,33.1,28.9,61.0,0.1,Light Rain
2022-05-30,Mumbai,30.1,32.6,28.3,64.0,0.1,Light Rain
2022-05-31,Mumbai,30.0,32.9,28.1,66.0,0.0,Clear / Pleasant
2022-06-01,Mumbai,29.8,32.3,28.3,67.0,0.0,Clear / Pleasant
2022-06-02,Mumbai,29.7,32.2,27.9,69.0,0.0,Clear / Pleasant
2022-06-03,Mumbai,29.3,31.8,27.6,71.0,0.0,Clear / Pleasant
2022-06-04,Mumbai,29.7,32.4,27.6,71.0,0.0,Clear / Pleasant
2022-06-05,Mumbai,29.6,32.4,27.5,72.0,0.0,Clear / Pleasant
2022-06-06,Mumbai,29.7,32.1,27.7,71.0,0.0,Clear / Pleasant
2022-06-07,Mumbai,29.7,32.7,27.9,73.0,1.0,Light Rain
2022-06-08,Mumbai,29.3,31.8,27.1,78.0,2.5,Light Rain
2022-06-09,Mumbai,28.9,31.1,26.7,78.0,7.3,Rain / Monsoon Shower
2022-06-10,Mumbai,28.1,30.8,26.6,81.0,13.8,Rain / Monsoon Shower
2022-06-11,Mumbai,27.2,29.8,25.6,84.0,25.2,Rain / Monsoon Shower
2022-06-12,Mumbai,26.7,28.4,25.7,85.0,15.9,Rain / Monsoon Shower
2022-06-13,Mumbai,27.5,29.6,25.2,83.0,8.0,Rain / Monsoon Shower
2022-06-14,Mumbai,28.2,30.5,25.6,80.0,2.5,Light Rain
2022-06-15,Mumbai,28.2,30.1,26.3,80.0,6.1,Rain / Monsoon Shower
2022-06-16,Mumbai,27.9,30.1,25.8,82.0,5.1,Rain / Monsoon Shower
2022-06-17,Mumbai,27.9,29.8,26.0,83.0,3.0,Light Rain
2022-06-18,Mumbai,28.3,29.8,26.5,81.0,6.6,Rain / Monsoon Shower
2022-06-19,Mumbai,26.9,28.4,25.3,86.0,36.7,Heavy Rain
2022-06-20,Mumbai,26.0,26.7,25.1,91.0,54.8,Heavy Rain
2022-06-21,Mumbai,26.1,27.9,24.8,89.0,23.0,Rain / Monsoon Shower
2022-06-22,Mumbai,26.5,29.2,25.1,88.0,26.9,Rain / Monsoon Shower
2022-06-23,Mumbai,26.3,28.7,24.7,89.0,46.8,Heavy Rain
2022-06-24,Mumbai,26.7,29.9,25.5,88.0,17.5,Rain / Monsoon Shower
2022-06-25,Mumbai,26.7,29.3,25.5,87.0,15.6,Rain / Monsoon Shower
2022-06-26,Mumbai,26.2,28.0,25.3,89.0,15.7,Rain / Monsoon Shower
2022-06-27,Mumbai,26.4,28.3,25.4,88.0,31.7,Rain / Monsoon Shower
2022-06-28,Mumbai,26.5,28.1,25.5,88.0,10.0,Rain / Monsoon Shower
2022-06-29,Mumbai,26.7,28.4,25.7,88.0,16.0,Rain / Monsoon Shower
2022-06-30,Mumbai,26.2,27.8,25.4,90.0,41.6,Heavy Rain
2022-07-01,Mumbai,25.7,26.4,24.9,92.0,43.4,Heavy Rain
2022-07-02,Mumbai,26.1,27.5,25.1,89.0,23.9,Rain / Monsoon Shower
2022-07-03,Mumbai,26.2,27.3,24.9,89.0,20.5,Rain / Monsoon Shower
2022-07-04,Mumbai,26.0,27.0,25.1,89.0,28.2,Rain / Monsoon Shower
2022-07-05,Mumbai,25.8,26.5,25.2,91.0,55.5,Heavy Rain
2022-07-06,Mumbai,25.8,26.7,25.4,90.0,35.6,Heavy Rain
2022-07-07,Mumbai,26.2,27.1,25.7,89.0,37.2,Heavy Rain
2022-07-08,Mumbai,26.4,28.6,25.3,86.0,25.0,Rain / Monsoon Shower
2022-07-09,Mumbai,25.6,26.9,24.5,90.0,37.8,Heavy Rain
2022-07-10,Mumbai,25.1,26.3,24.3,91.0,52.5,Heavy Rain
